episode,ep_reward,ep_length,reached_goal,trap_hits,traffic_hits,pg_loss,vf_loss,entropy,clip_frac,lr,ent_coef,eval_avg_reward,eval_success_rate,eval_avg_trap_hits,eval_avg_traffic_hits
748,65.0,77,1,0,3,0.0439,23.8499,1.1444,0.000,0.000199,0.01289,,,,
749,-77.2,50,0,1,8,-0.0022,40.0197,1.1054,0.000,0.000199,0.01288,,,,
750,-61.1,200,0,0,9,0.0048,31.6244,1.1214,0.000,0.000199,0.01288,-76.0,0.20,0.0,6.6
751,58.7,95,1,0,6,-0.0266,47.7354,1.1376,0.000,0.000199,0.01287,,,,
752,101.4,18,1,0,0,-0.0009,13.5548,1.1349,0.000,0.000198,0.01286,,,,
753,-70.4,47,0,1,3,-0.0015,37.6041,1.0636,0.000,0.000198,0.01285,,,,
754,-91.3,116,0,1,5,-0.0045,14.5701,0.8596,0.000,0.000198,0.01284,,,,
755,34.1,157,1,0,10,0.0047,17.9421,1.0671,0.001,0.000198,0.01283,,,,
756,-45.8,10,0,1,0,-0.0082,109.3705,1.0407,0.000,0.000198,0.01282,,,,
757,102.7,4,1,0,0,0.0000,0.0000,0.0000,0.000,0.000198,0.01281,,,,
758,72.7,89,1,0,4,-0.0040,53.3283,0.8451,0.000,0.000198,0.01280,,,,
759,86.0,19,1,0,3,0.0003,32.3077,0.7339,0.000,0.000198,0.01279,,,,
760,75.3,89,1,0,3,-0.0278,7.3417,1.0645,0.000,0.000197,0.01278,,,,
761,-52.1,27,0,1,0,-0.0038,40.8247,0.9500,0.000,0.000197,0.01277,,,,
762,-64.5,45,0,1,1,0.0008,27.6133,1.0336,0.000,0.000197,0.01276,,,,
763,100.3,5,1,0,0,0.0000,0.0000,0.0000,0.000,0.000197,0.01275,,,,
764,-56.1,16,0,1,0,-0.0061,75.6457,0.9887,0.000,0.000197,0.01274,,,,
765,105.0,8,1,0,0,0.0011,28.4351,0.9505,0.000,0.000197,0.01273,,,,
766,76.5,107,1,0,0,0.0021,8.6300,0.8135,0.000,0.000197,0.01272,,,,
767,25.8,128,1,0,12,0.0015,30.5282,1.0588,0.000,0.000196,0.01271,,,,
768,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000196,0.01270,,,,
769,78.6,58,1,0,3,-0.0022,8.5344,0.8114,0.000,0.000196,0.01269,,,,
770,18.2,147,1,0,13,-0.0196,83.0727,1.0309,0.000,0.000196,0.01269,,,,
771,33.6,119,1,0,12,0.0040,25.9879,1.0800,0.000,0.000196,0.01268,,,,
772,104.8,10,1,0,0,-0.0005,33.1615,1.0028,0.000,0.000196,0.01267,,,,
773,101.7,8,1,0,0,-0.0001,26.3659,0.9104,0.000,0.000196,0.01266,,,,
774,102.4,11,1,0,0,0.0005,316.9059,1.0584,0.000,0.000196,0.01265,,,,
775,82.8,68,1,0,3,-0.0032,6.4452,0.8953,0.000,0.000195,0.01264,,,,
776,82.1,39,1,0,3,0.0000,47.1303,1.1885,0.000,0.000195,0.01263,,,,
777,-52.2,3,0,1,0,0.0000,0.0000,0.0000,0.000,0.000195,0.01262,,,,
778,86.4,53,1,0,2,0.0002,80.1985,0.9727,0.000,0.000195,0.01261,,,,
779,-50.4,2,0,1,0,0.0000,0.0000,0.0000,0.000,0.000195,0.01260,,,,
780,-53.9,14,0,1,0,-0.0019,100.6456,0.7417,0.000,0.000195,0.01259,,,,
781,76.4,72,1,0,2,-0.0667,22.8929,1.1063,0.000,0.000195,0.01258,,,,
782,-52.1,38,0,1,1,-0.0021,43.3246,0.9367,0.000,0.000194,0.01257,,,,
783,99.4,18,1,0,0,0.0001,16.6906,1.1078,0.000,0.000194,0.01256,,,,
784,82.8,96,1,0,1,-0.0142,15.1633,1.0353,0.000,0.000194,0.01255,,,,
785,71.9,76,1,0,3,0.1027,21.3233,1.0842,0.000,0.000194,0.01254,,,,
786,98.8,10,1,0,2,-0.0007,28.4876,0.8660,0.000,0.000194,0.01253,,,,
787,103.2,17,1,0,0,-0.0010,21.8513,0.9658,0.000,0.000194,0.01252,,,,
788,-60.7,25,0,1,0,-0.0161,36.6593,1.2040,0.000,0.000194,0.01251,,,,
789,-49.1,10,0,1,0,-0.0199,95.5544,1.0819,0.000,0.000193,0.01250,,,,
790,-48.8,24,0,1,0,0.0024,59.7151,0.8459,0.000,0.000193,0.01249,,,,
791,83.6,62,1,0,4,0.0005,13.5795,0.9010,0.000,0.000193,0.01249,,,,
792,102.3,21,1,0,0,0.0001,34.6807,0.9317,0.000,0.000193,0.01248,,,,
793,-59.4,17,0,1,3,-0.0037,44.1413,0.9386,0.000,0.000193,0.01247,,,,
794,85.2,31,1,0,3,0.0032,36.8096,1.1108,0.000,0.000193,0.01246,,,,
795,-112.0,200,0,0,0,0.0326,29.3498,1.0823,0.007,0.000193,0.01245,,,,
796,-48.0,9,0,1,0,-0.0044,118.7508,0.9258,0.000,0.000193,0.01244,,,,
797,-45.8,10,0,1,0,-0.0107,109.2248,0.7697,0.000,0.000192,0.01243,,,,
798,-70.5,200,0,0,0,0.0134,6.4511,0.9713,0.006,0.000192,0.01242,,,,
799,-96.1,200,0,0,2,-0.0499,17.7327,1.1053,0.041,0.000192,0.01241,,,,
800,108.2,200,1,0,0,-0.0001,255.8901,0.8026,0.000,0.000192,0.01240,-36.0,0.30,0.1,5.1
801,32.5,124,1,0,8,-0.0008,30.3438,1.1431,0.000,0.000192,0.01239,,,,
802,-48.2,3,0,1,0,0.0000,0.0000,0.0000,0.000,0.000192,0.01238,,,,
803,75.9,49,1,0,8,-0.0018,27.6414,1.0194,0.000,0.000192,0.01237,,,,
804,-56.6,56,0,1,0,0.0006,24.2847,1.1021,0.000,0.000191,0.01236,,,,
805,-47.1,10,0,1,0,-0.0024,135.9873,0.9095,0.000,0.000191,0.01235,,,,
806,53.4,148,1,0,1,-0.0163,25.6252,1.2025,0.000,0.000191,0.01234,,,,
807,-49.5,14,0,1,0,-0.0013,107.1337,1.1147,0.000,0.000191,0.01233,,,,
808,94.0,15,1,0,0,0.0015,244.9656,1.2629,0.000,0.000191,0.01232,,,,
809,85.0,65,1,0,0,-0.0041,62.1660,1.0969,0.000,0.000191,0.01231,,,,
810,-69.9,48,0,1,4,-0.0008,23.3291,0.7800,0.000,0.000191,0.01230,,,,
811,-62.1,41,0,1,2,-0.0012,29.2188,1.0519,0.000,0.000191,0.01230,,,,
812,-54.5,15,0,1,0,-0.0098,102.9388,1.1180,0.000,0.000190,0.01229,,,,
813,100.9,2,1,0,0,0.0000,0.0000,0.0000,0.000,0.000190,0.01228,,,,
814,-55.7,21,0,1,1,-0.0052,42.9860,1.1742,0.000,0.000190,0.01227,,,,
815,64.0,111,1,0,0,0.0056,7.8687,1.0912,0.000,0.000190,0.01226,,,,
816,88.5,25,1,0,0,-0.0011,157.8868,1.4143,0.000,0.000190,0.01225,,,,
817,68.8,132,1,0,1,-0.0034,8.3843,0.8958,0.000,0.000190,0.01224,,,,
818,-91.3,51,0,1,10,0.0018,44.4420,1.0140,0.000,0.000190,0.01223,,,,
819,-49.5,3,0,1,0,0.0000,0.0000,0.0000,0.000,0.000189,0.01222,,,,
820,-53.5,13,0,1,0,0.0054,109.8114,0.8916,0.000,0.000189,0.01221,,,,
821,-53.1,25,0,1,0,0.0002,61.8736,0.8880,0.000,0.000189,0.01220,,,,
822,88.7,60,1,0,0,0.0002,50.4841,1.0951,0.000,0.000189,0.01219,,,,
823,62.7,61,1,0,7,0.0006,117.9424,1.1452,0.000,0.000189,0.01218,,,,
824,-51.3,12,0,1,1,-0.0038,99.6174,0.7594,0.000,0.000189,0.01217,,,,
825,102.0,12,1,0,1,-0.0005,25.6353,0.8681,0.000,0.000189,0.01216,,,,
826,84.2,45,1,0,5,-0.0002,7.6012,0.9695,0.000,0.000188,0.01215,,,,
827,102.3,5,1,0,0,0.0000,0.0000,0.0000,0.000,0.000188,0.01214,,,,
828,-60.5,12,0,1,2,-0.0030,119.0562,1.0773,0.000,0.000188,0.01213,,,,
829,-46.4,5,0,1,0,0.0000,0.0000,0.0000,0.000,0.000188,0.01212,,,,
830,-71.7,42,0,1,0,-0.0043,40.7154,1.1860,0.000,0.000188,0.01212,,,,
831,-104.8,78,0,1,9,0.0246,39.3118,1.1757,0.000,0.000188,0.01211,,,,
832,81.8,69,1,0,2,-0.0094,19.1460,0.9469,0.000,0.000188,0.01210,,,,
833,62.7,74,1,0,6,0.0266,17.0108,1.1461,0.000,0.000188,0.01209,,,,
834,-51.2,4,0,1,0,0.0000,0.0000,0.0000,0.000,0.000187,0.01208,,,,
835,63.3,63,1,0,11,-0.0013,102.1826,0.9318,0.000,0.000187,0.01207,,,,
836,83.8,46,1,0,2,-0.0022,8.7903,1.1088,0.000,0.000187,0.01206,,,,
837,103.0,8,1,0,0,-0.0043,471.4200,0.8604,0.000,0.000187,0.01205,,,,
838,-51.6,5,0,1,0,0.0000,0.0000,0.0000,0.000,0.000187,0.01204,,,,
839,94.0,53,1,0,0,-0.0017,9.1774,1.0737,0.000,0.000187,0.01203,,,,
840,-117.9,193,0,1,5,-0.0019,12.3548,1.0948,0.000,0.000187,0.01202,,,,
841,88.8,18,1,0,4,-0.0003,29.5377,1.1267,0.000,0.000186,0.01201,,,,
842,-75.0,58,0,1,5,-0.0011,27.2636,0.9632,0.000,0.000186,0.01200,,,,
843,99.0,8,1,0,1,-0.0003,340.7936,0.8211,0.000,0.000186,0.01199,,,,
844,-53.2,28,0,1,1,-0.0011,47.4519,0.8921,0.000,0.000186,0.01198,,,,
845,81.8,46,1,0,4,0.0002,27.3695,1.1127,0.000,0.000186,0.01197,,,,
846,-54.8,19,0,1,0,-0.0044,60.6828,1.1719,0.000,0.000186,0.01196,,,,
847,-69.1,34,0,1,5,-0.0067,42.4096,0.9237,0.000,0.000186,0.01195,,,,
848,-51.0,5,0,1,0,0.0000,0.0000,0.0000,0.000,0.000186,0.01194,,,,
849,-53.2,22,0,1,0,-0.0059,61.2740,0.8497,0.000,0.000185,0.01193,,,,
850,-50.4,200,0,0,18,0.0000,0.0000,0.0000,0.000,0.000185,0.01193,-55.9,0.20,0.0,5.3
851,51.9,146,1,0,4,0.0041,13.1643,0.7564,0.018,0.000185,0.01192,,,,
852,-61.0,46,0,1,0,-0.0023,33.1331,0.8037,0.000,0.000185,0.01191,,,,
853,92.0,42,1,0,0,-0.0004,81.3270,1.1419,0.000,0.000185,0.01190,,,,
854,-77.2,76,0,1,5,-0.0173,27.9002,0.9660,0.000,0.000185,0.01189,,,,
855,86.8,41,1,0,3,-0.0018,98.2095,0.9069,0.000,0.000185,0.01188,,,,
856,100.5,6,1,0,0,0.0000,0.0000,0.0000,0.000,0.000184,0.01187,,,,
857,-112.8,200,0,0,15,0.0577,26.1537,0.6747,0.000,0.000184,0.01186,,,,
858,-67.7,66,0,1,0,0.0055,25.6747,0.5684,0.000,0.000184,0.01185,,,,
859,52.2,153,1,0,2,-0.0014,12.3085,0.8837,0.003,0.000184,0.01184,,,,
860,-96.4,95,0,1,8,-0.0043,27.3080,0.9953,0.000,0.000184,0.01183,,,,
861,94.4,30,1,0,2,-0.0024,11.8676,1.0734,0.000,0.000184,0.01182,,,,
862,-111.7,159,0,1,7,-0.0155,13.3226,0.8797,0.000,0.000184,0.01181,,,,
863,99.7,8,1,0,1,-0.0004,59.8521,0.9681,0.000,0.000183,0.01180,,,,
864,-69.6,53,0,1,3,-0.0095,20.6451,0.9634,0.000,0.000183,0.01179,,,,
865,84.4,63,1,0,2,0.0004,10.0493,0.8969,0.000,0.000183,0.01178,,,,
866,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000183,0.01177,,,,
867,79.6,30,1,0,0,0.0030,31.1710,1.1571,0.000,0.000183,0.01176,,,,
868,36.5,196,1,0,6,0.0005,47.6699,0.8000,0.000,0.000183,0.01175,,,,
869,69.8,116,1,0,1,0.0100,5.2662,0.6719,0.000,0.000183,0.01174,,,,
870,-53.5,8,0,1,0,0.0008,165.0011,0.6508,0.000,0.000183,0.01174,,,,
871,-80.6,80,0,1,0,0.0151,19.2751,0.6352,0.000,0.000182,0.01173,,,,
872,-72.5,200,0,0,6,-0.0131,12.7021,0.6627,0.000,0.000182,0.01172,,,,
873,27.0,173,1,0,9,-0.0106,20.8804,0.7057,0.004,0.000182,0.01171,,,,
874,53.4,132,1,0,3,-0.0032,14.2044,0.8303,0.002,0.000182,0.01170,,,,
875,-58.4,35,0,1,0,0.0017,51.1517,0.5506,0.000,0.000182,0.01169,,,,
876,59.7,100,1,0,8,0.0076,11.0612,0.8538,0.000,0.000182,0.01168,,,,
877,-50.3,24,0,1,0,-0.0026,61.3038,1.1264,0.000,0.000182,0.01167,,,,
878,-66.6,57,0,1,0,0.0005,33.3647,0.6164,0.000,0.000181,0.01166,,,,
879,-56.1,21,0,1,0,-0.0078,68.8420,0.7112,0.000,0.000181,0.01165,,,,
880,83.4,43,1,0,3,0.0001,11.3867,0.9794,0.000,0.000181,0.01164,,,,
881,98.3,16,1,0,0,0.0015,26.2961,1.1617,0.000,0.000181,0.01163,,,,
882,93.2,32,1,0,2,-0.0002,131.5656,0.8238,0.000,0.000181,0.01162,,,,
883,105.1,19,1,0,0,-0.0022,35.6440,0.9380,0.000,0.000181,0.01161,,,,
884,100.0,12,1,0,0,0.0014,23.1456,1.2753,0.000,0.000181,0.01160,,,,
885,99.5,20,1,0,0,-0.0015,17.5996,0.9261,0.000,0.000181,0.01159,,,,
886,94.1,31,1,0,0,0.0003,31.3238,1.1144,0.000,0.000180,0.01158,,,,
887,53.1,98,1,0,7,-0.0309,24.3959,0.9953,0.000,0.000180,0.01157,,,,
888,-61.2,48,0,1,0,-0.0006,42.9147,0.7021,0.000,0.000180,0.01156,,,,
889,94.5,48,1,0,0,0.0008,23.8457,1.1168,0.000,0.000180,0.01155,,,,
890,86.8,51,1,0,2,-0.0001,17.1093,0.8255,0.000,0.000180,0.01154,,,,
891,102.5,14,1,0,0,0.0009,27.0703,0.9232,0.000,0.000180,0.01154,,,,
892,-57.4,6,0,1,2,0.0000,0.0000,0.0000,0.000,0.000180,0.01153,,,,
893,-62.2,19,0,1,0,-0.0060,50.4982,1.1074,0.000,0.000179,0.01152,,,,
894,-62.3,37,0,1,0,-0.0087,28.7677,1.0793,0.000,0.000179,0.01151,,,,
895,97.7,19,1,0,0,-0.0013,193.2182,1.0720,0.000,0.000179,0.01150,,,,
896,99.9,17,1,0,0,0.0014,12.5302,1.0162,0.000,0.000179,0.01149,,,,
897,-56.2,24,0,1,2,-0.0070,51.5549,0.7128,0.000,0.000179,0.01148,,,,
898,13.9,174,1,0,16,0.0064,19.9511,0.9568,0.000,0.000179,0.01147,,,,
899,78.0,49,1,0,6,0.0001,29.1005,0.7983,0.000,0.000179,0.01146,,,,
900,84.2,200,1,0,0,-0.0019,6.3254,0.9404,0.000,0.000179,0.01145,-75.8,0.10,0.0,3.3
901,-109.7,157,0,1,0,-0.0058,17.8633,1.0227,0.023,0.000178,0.01144,,,,
902,60.3,74,1,0,9,0.0699,16.4533,0.8314,0.000,0.000178,0.01143,,,,
903,-52.8,35,0,1,0,-0.0036,38.7062,0.8992,0.000,0.000178,0.01142,,,,
904,97.7,19,1,0,0,-0.0009,9.0528,1.0948,0.000,0.000178,0.01141,,,,
905,-48.7,27,0,1,0,-0.0012,91.2584,0.6010,0.000,0.000178,0.01140,,,,
906,-122.5,104,0,1,12,-0.0090,37.6886,0.4926,0.000,0.000178,0.01139,,,,
907,61.0,128,1,0,3,-0.0015,8.6327,0.8711,0.000,0.000178,0.01138,,,,
908,-64.9,39,0,1,2,0.0023,46.7094,0.6173,0.000,0.000177,0.01137,,,,
909,83.9,66,1,0,2,-0.0102,7.6057,0.8636,0.000,0.000177,0.01136,,,,
910,100.7,4,1,0,0,0.0000,0.0000,0.0000,0.000,0.000177,0.01136,,,,
911,83.9,54,1,0,1,-0.0007,10.3423,1.0867,0.000,0.000177,0.01135,,,,
912,85.8,77,1,0,1,0.0289,13.0857,0.9798,0.000,0.000177,0.01134,,,,
913,-50.2,8,0,1,0,-0.0112,113.0074,0.8431,0.000,0.000177,0.01133,,,,
914,-50.4,2,0,1,0,0.0000,0.0000,0.0000,0.000,0.000177,0.01132,,,,
915,85.6,35,1,0,3,-0.0026,19.1133,1.1091,0.000,0.000176,0.01131,,,,
916,-56.7,19,0,1,0,-0.0077,90.9188,0.6951,0.000,0.000176,0.01130,,,,
917,75.6,46,1,0,0,-0.0033,91.7347,1.1826,0.000,0.000176,0.01129,,,,
918,93.9,25,1,0,3,-0.0022,22.6428,0.9757,0.000,0.000176,0.01128,,,,
919,70.0,111,1,0,2,-0.0088,13.0479,0.8433,0.000,0.000176,0.01127,,,,
920,100.9,23,1,0,0,-0.0008,25.3434,0.8980,0.000,0.000176,0.01126,,,,
921,-59.0,16,0,1,2,0.0013,71.7358,1.1995,0.000,0.000176,0.01125,,,,
922,-46.3,16,0,1,0,-0.0070,86.4764,1.0599,0.000,0.000176,0.01124,,,,
923,-65.8,15,0,1,3,-0.0030,74.7994,1.2011,0.000,0.000175,0.01123,,,,
924,34.1,158,1,0,8,0.0220,43.8421,1.0000,0.000,0.000175,0.01122,,,,
925,-52.0,25,0,1,0,-0.0087,42.0116,0.9567,0.000,0.000175,0.01121,,,,
926,-49.3,4,0,1,0,0.0000,0.0000,0.0000,0.000,0.000175,0.01120,,,,
927,82.2,106,1,0,0,0.0016,9.2962,0.9706,0.000,0.000175,0.01119,,,,
928,60.1,94,1,0,7,-0.0151,46.5254,0.9951,0.000,0.000175,0.01118,,,,
929,-62.1,30,0,1,2,-0.0020,39.1435,0.9720,0.000,0.000175,0.01117,,,,
930,69.2,52,1,0,7,-0.0006,80.4053,1.0292,0.000,0.000174,0.01116,,,,
931,-58.3,46,0,1,0,-0.0016,30.7217,0.7196,0.000,0.000174,0.01116,,,,
932,-63.3,35,0,1,2,-0.0054,28.7952,0.8536,0.000,0.000174,0.01115,,,,
933,77.6,91,1,0,3,-0.0210,7.1628,0.9042,0.005,0.000174,0.01114,,,,
934,-107.8,200,0,0,1,0.0327,25.3132,0.7847,0.087,0.000174,0.01113,,,,
935,97.9,20,1,0,1,0.0001,146.1957,1.0652,0.000,0.000174,0.01112,,,,
936,103.6,13,1,0,0,-0.0011,42.0858,1.0374,0.000,0.000174,0.01111,,,,
937,101.2,9,1,0,0,0.0005,33.5484,0.9152,0.000,0.000174,0.01110,,,,
938,-62.1,46,0,1,0,-0.0030,29.3541,1.0081,0.000,0.000173,0.01109,,,,
939,-93.9,117,0,1,6,-0.0052,14.3817,0.9661,0.000,0.000173,0.01108,,,,
940,-63.1,13,0,1,3,-0.0052,62.9253,1.1233,0.000,0.000173,0.01107,,,,
941,-83.0,56,0,1,7,-0.0026,35.0719,1.0099,0.000,0.000173,0.01106,,,,
942,100.1,7,1,0,0,0.0000,0.0000,0.0000,0.000,0.000173,0.01105,,,,
943,-49.5,3,0,1,0,0.0000,0.0000,0.0000,0.000,0.000173,0.01104,,,,
944,32.2,116,1,0,15,-0.0094,41.4729,0.9218,0.000,0.000173,0.01103,,,,
945,-55.6,18,0,1,0,-0.0024,83.0531,1.0790,0.000,0.000172,0.01102,,,,
946,-52.3,10,0,1,0,-0.0032,135.3581,0.6798,0.000,0.000172,0.01101,,,,
947,94.9,21,1,0,0,0.0002,16.9697,1.3127,0.000,0.000172,0.01100,,,,
948,-65.0,41,0,1,0,-0.0026,29.2542,0.8769,0.000,0.000172,0.01099,,,,
949,-53.6,8,0,1,0,-0.0038,130.8005,1.0820,0.000,0.000172,0.01098,,,,
950,-49.5,200,0,0,0,0.0000,0.0000,0.0000,0.000,0.000172,0.01098,-94.1,0.00,0.0,7.5
951,-66.6,43,0,1,0,-0.0006,30.1358,0.9080,0.000,0.000172,0.01097,,,,
952,102.7,4,1,0,0,0.0000,0.0000,0.0000,0.000,0.000171,0.01096,,,,
953,94.4,8,1,0,2,-0.0028,483.5674,0.8564,0.000,0.000171,0.01095,,,,
954,-53.6,19,0,1,0,-0.0046,246.4305,1.0003,0.000,0.000171,0.01094,,,,
955,-89.6,110,0,1,3,-0.0046,13.9793,0.5864,0.003,0.000171,0.01093,,,,
956,-103.4,85,0,1,9,-0.0656,32.1171,0.8707,0.000,0.000171,0.01092,,,,
957,-7.8,198,1,0,15,-0.0084,25.9085,0.8679,0.000,0.000171,0.01091,,,,
958,103.2,25,1,0,0,0.0002,24.0992,0.9949,0.000,0.000171,0.01090,,,,
959,94.0,60,1,0,0,-0.0006,12.4483,0.9375,0.000,0.000171,0.01089,,,,
960,91.5,51,1,0,0,-0.0016,21.3926,1.0966,0.000,0.000170,0.01088,,,,
961,-51.4,9,0,1,0,-0.0168,100.3924,0.8906,0.000,0.000170,0.01087,,,,
962,-54.8,27,0,1,0,0.0015,45.2819,0.9336,0.000,0.000170,0.01086,,,,
963,-95.6,200,0,0,13,0.0044,16.9013,0.9754,0.062,0.000170,0.01085,,,,
964,100.7,26,1,0,0,-0.0008,180.9881,0.9829,0.000,0.000170,0.01084,,,,
965,-53.5,29,0,1,0,-0.0007,56.5487,0.8825,0.000,0.000170,0.01083,,,,
966,-53.9,28,0,1,0,-0.0001,62.5486,0.9441,0.000,0.000170,0.01082,,,,
967,-98.7,200,0,0,16,-0.0733,21.0230,1.0216,0.000,0.000169,0.01081,,,,
968,42.9,167,1,0,0,0.0066,16.1031,0.8171,0.002,0.000169,0.01080,,,,
969,-62.0,9,0,1,3,-0.0042,125.3214,1.1322,0.000,0.000169,0.01079,,,,
970,-110.0,86,0,1,8,-0.0186,40.4723,0.7155,0.000,0.000169,0.01079,,,,
971,104.1,7,1,0,0,0.0000,0.0000,0.0000,0.000,0.000169,0.01078,,,,
972,-51.5,16,0,1,0,0.0006,77.3022,1.1862,0.000,0.000169,0.01077,,,,
973,94.9,27,1,0,0,-0.0001,23.4389,1.3631,0.000,0.000169,0.01076,,,,
974,103.0,8,1,0,0,0.0014,48.0485,0.9631,0.000,0.000169,0.01075,,,,
975,102.2,29,1,0,0,-0.0006,14.9116,0.9781,0.000,0.000168,0.01074,,,,
976,-80.1,63,0,1,5,-0.0006,28.9551,0.8857,0.000,0.000168,0.01073,,,,
977,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000168,0.01072,,,,
978,55.1,103,1,0,7,-0.0031,24.1323,0.9978,0.000,0.000168,0.01071,,,,
979,-52.4,10,0,1,0,-0.0008,133.2746,0.8048,0.000,0.000168,0.01070,,,,
980,-50.3,18,0,1,0,-0.0013,123.5924,0.8779,0.000,0.000168,0.01069,,,,
981,92.7,56,1,0,0,-0.0001,12.0510,1.0722,0.000,0.000168,0.01068,,,,
982,96.9,47,1,0,1,-0.0021,22.6892,0.9077,0.000,0.000167,0.01067,,,,
983,99.1,14,1,0,0,-0.0037,13.9787,1.1209,0.000,0.000167,0.01066,,,,
984,-47.2,15,0,1,0,0.0016,121.8339,0.8455,0.000,0.000167,0.01065,,,,
985,-51.1,7,0,1,0,0.0000,0.0000,0.0000,0.000,0.000167,0.01064,,,,
986,75.6,145,1,0,0,0.0210,7.4107,0.9616,0.003,0.000167,0.01063,,,,
987,56.3,101,1,0,5,-0.0038,19.7788,1.0438,0.000,0.000167,0.01062,,,,
988,-51.9,33,0,1,1,-0.0004,59.3745,0.7821,0.000,0.000167,0.01061,,,,
989,84.9,35,1,0,0,-0.0001,16.7191,1.4150,0.000,0.000166,0.01060,,,,
990,-80.3,38,0,1,8,-0.0005,35.3521,0.9299,0.000,0.000166,0.01060,,,,
991,76.5,68,1,0,6,-0.0064,15.8069,0.9513,0.000,0.000166,0.01059,,,,
992,-83.9,47,0,1,6,-0.0003,38.5850,0.7142,0.000,0.000166,0.01058,,,,
993,90.9,37,1,0,3,0.0010,50.8011,1.0251,0.000,0.000166,0.01057,,,,
994,95.7,27,1,0,2,-0.0019,39.7624,1.0414,0.000,0.000166,0.01056,,,,
995,-63.0,30,0,1,0,-0.0033,47.6893,0.7526,0.000,0.000166,0.01055,,,,
996,106.0,12,1,0,0,0.0010,50.8247,0.8325,0.000,0.000166,0.01054,,,,
997,-106.1,200,0,0,17,-0.0049,25.8759,1.0270,0.000,0.000165,0.01053,,,,
998,40.2,172,1,0,10,-0.0229,15.4743,0.9778,0.000,0.000165,0.01052,,,,
999,104.1,7,1,0,0,0.0000,0.0000,0.0000,0.000,0.000165,0.01051,,,,
1000,-49.1,4,0,0,0,0.0000,0.0000,0.0000,0.000,0.000165,0.01050,29.8,0.60,0.0,0.3
1001,-89.8,97,0,1,2,-0.0133,15.5460,1.1920,0.000,0.000165,0.01049,,,,
1002,90.8,75,1,0,0,0.0429,11.8291,0.9570,0.000,0.000165,0.01048,,,,
1003,102.7,34,1,0,0,-0.0008,36.4872,1.0158,0.000,0.000165,0.01047,,,,
1004,87.3,37,1,0,0,-0.0006,15.1597,1.4014,0.000,0.000164,0.01046,,,,
1005,83.4,34,1,0,6,-0.0003,37.8975,0.9877,0.000,0.000164,0.01045,,,,
1006,-47.3,12,0,1,0,-0.0035,135.7041,0.9750,0.000,0.000164,0.01044,,,,
1007,101.2,6,1,0,0,0.0000,0.0000,0.0000,0.000,0.000164,0.01043,,,,
1008,88.3,53,1,0,3,0.0002,28.2472,1.0335,0.000,0.000164,0.01042,,,,
1009,-84.6,71,0,1,5,-0.0033,23.0594,1.0502,0.000,0.000164,0.01041,,,,
1010,26.1,143,1,0,14,-0.0272,38.7107,1.0375,0.000,0.000164,0.01041,,,,
1011,108.0,23,1,0,0,-0.0012,71.2615,0.8668,0.000,0.000164,0.01040,,,,
1012,103.6,5,1,0,0,0.0000,0.0000,0.0000,0.000,0.000163,0.01039,,,,
1013,-75.2,76,0,1,0,-0.1056,20.8163,0.9926,0.000,0.000163,0.01038,,,,
1014,-61.0,23,0,1,0,-0.0125,68.5840,0.8303,0.000,0.000163,0.01037,,,,
1015,31.4,149,1,0,10,-0.0005,46.8812,0.9208,0.000,0.000163,0.01036,,,,
1016,88.8,62,1,0,0,0.0010,20.0269,0.9203,0.000,0.000163,0.01035,,,,
1017,-53.6,10,0,1,0,0.0001,128.3159,0.6144,0.000,0.000163,0.01034,,,,
1018,-58.7,30,0,1,0,-0.0074,33.8092,1.0231,0.000,0.000163,0.01033,,,,
1019,-97.1,123,0,1,8,-0.0038,22.3364,0.8287,0.010,0.000162,0.01032,,,,
1020,-78.9,42,0,1,6,-0.0034,44.3284,0.7065,0.000,0.000162,0.01031,,,,
1021,76.1,122,1,0,0,-0.0017,9.6876,0.6733,0.000,0.000162,0.01030,,,,
1022,-94.6,140,0,1,3,-0.0234,31.5403,0.9955,0.000,0.000162,0.01029,,,,
1023,102.6,17,1,0,0,-0.0010,32.6503,0.9531,0.000,0.000162,0.01028,,,,
1024,82.7,23,1,0,5,-0.0001,183.6631,1.0700,0.000,0.000162,0.01027,,,,
1025,-83.0,87,0,1,0,-0.0144,21.3196,0.6255,0.005,0.000162,0.01026,,,,
1026,-53.6,34,0,1,0,-0.0003,49.2827,0.6562,0.000,0.000161,0.01025,,,,
1027,-54.6,19,0,1,0,-0.0068,70.3792,0.6451,0.000,0.000161,0.01024,,,,
1028,89.2,56,1,0,0,-0.0003,15.1027,0.9131,0.000,0.000161,0.01023,,,,
1029,92.0,20,1,0,3,-0.0000,43.2197,1.0209,0.000,0.000161,0.01022,,,,
1030,89.8,43,1,0,0,-0.0023,9.3251,0.9867,0.000,0.000161,0.01022,,,,
1031,-112.6,200,0,0,22,-0.0430,22.0522,0.8024,0.000,0.000161,0.01021,,,,
1032,-57.3,19,0,1,0,-0.0040,58.0043,1.1405,0.000,0.000161,0.01020,,,,
1033,-125.6,141,0,1,11,0.0521,25.8459,0.7435,0.000,0.000161,0.01019,,,,
