episode,ep_reward,ep_length,reached_goal,trap_hits,traffic_hits,pg_loss,vf_loss,entropy,clip_frac,lr,ent_coef,eval_avg_reward,eval_success_rate,eval_avg_trap_hits,eval_avg_traffic_hits
1034,63.5,71,1,0,3,0.0298,98.7697,1.0833,0.000,0.000160,0.01018,,,,
1035,-60.6,60,0,1,0,-0.0006,33.7538,0.5077,0.000,0.000160,0.01017,,,,
1036,-98.3,99,0,1,3,0.0100,20.8134,0.4021,0.000,0.000160,0.01016,,,,
1037,76.3,49,1,0,6,-0.0004,31.6943,0.6528,0.000,0.000160,0.01015,,,,
1038,43.8,165,1,0,1,-0.0046,12.5253,0.5950,0.000,0.000160,0.01014,,,,
1039,96.0,22,1,0,0,0.0002,29.8727,1.0992,0.000,0.000160,0.01013,,,,
1040,-51.8,7,0,1,0,0.0000,0.0000,0.0000,0.000,0.000160,0.01012,,,,
1041,62.8,93,1,0,0,0.0160,16.1736,1.0674,0.000,0.000159,0.01011,,,,
1042,41.6,170,1,0,0,-0.0096,47.1984,0.8027,0.000,0.000159,0.01010,,,,
1043,-67.7,31,0,1,0,-0.0003,53.4708,0.5186,0.000,0.000159,0.01009,,,,
1044,86.4,29,1,0,3,-0.0013,16.3349,0.8749,0.000,0.000159,0.01008,,,,
1045,99.4,12,1,0,0,-0.0006,297.4385,1.1791,0.000,0.000159,0.01007,,,,
1046,27.9,141,1,0,12,0.0120,39.8957,0.6236,0.000,0.000159,0.01006,,,,
1047,-54.2,8,0,1,0,-0.0060,196.0617,0.3163,0.000,0.000159,0.01005,,,,
1048,-68.9,51,0,1,0,-0.0019,30.8050,0.5773,0.000,0.000159,0.01004,,,,
1049,-111.9,200,0,0,19,-0.0053,25.3859,0.5329,0.000,0.000158,0.01003,,,,
1050,-64.9,200,0,0,18,-0.0003,27.6157,0.7226,0.000,0.000158,0.01003,-114.3,0.00,0.0,12.8
1051,-56.8,21,0,1,0,-0.0009,91.0979,0.4253,0.000,0.000158,0.01002,,,,
1052,-74.3,200,0,0,0,0.0038,9.0065,0.5412,0.005,0.000158,0.01001,,,,
1053,83.6,50,1,0,5,-0.0010,65.7650,0.8378,0.000,0.000158,0.01000,,,,
1054,-50.2,3,0,1,0,0.0000,0.0000,0.0000,0.000,0.000158,0.00999,,,,
1055,-57.1,30,0,1,0,0.0023,57.6074,0.5787,0.000,0.000158,0.00998,,,,
1056,-84.2,68,0,1,7,-0.0028,33.4757,0.6505,0.000,0.000157,0.00997,,,,
1057,70.5,53,1,0,9,-0.0003,63.8668,0.6943,0.000,0.000157,0.00996,,,,
1058,93.9,35,1,0,0,-0.0005,20.6021,0.9246,0.000,0.000157,0.00995,,,,
1059,-54.3,15,0,1,0,-0.0056,117.0682,0.3226,0.000,0.000157,0.00994,,,,
1060,-51.5,3,0,1,0,0.0000,0.0000,0.0000,0.000,0.000157,0.00993,,,,
1061,-81.9,200,0,0,3,-0.0368,10.8088,0.6575,0.018,0.000157,0.00992,,,,
1062,-111.7,200,0,0,12,0.0057,26.4661,0.6396,0.027,0.000157,0.00991,,,,
1063,78.3,53,1,0,4,0.0003,55.8635,0.9880,0.000,0.000156,0.00990,,,,
1064,-51.0,10,0,1,0,-0.0010,178.6552,0.2759,0.000,0.000156,0.00989,,,,
1065,-92.3,110,0,1,3,0.0003,21.6165,0.5278,0.000,0.000156,0.00988,,,,
1066,22.1,152,1,0,14,-0.0018,37.3360,0.6617,0.000,0.000156,0.00987,,,,
1067,83.6,34,1,0,6,-0.0004,37.5703,0.6895,0.000,0.000156,0.00986,,,,
1068,-106.2,200,0,0,11,0.0498,21.4213,0.7065,0.017,0.000156,0.00985,,,,
1069,103.2,14,1,0,0,-0.0021,47.0309,0.9820,0.000,0.000156,0.00984,,,,
1070,-50.3,5,0,1,0,0.0000,0.0000,0.0000,0.000,0.000156,0.00983,,,,
1071,-5.4,196,1,0,18,-0.0045,25.7355,0.4675,0.000,0.000155,0.00983,,,,
1072,102.5,6,1,0,0,0.0000,0.0000,0.0000,0.000,0.000155,0.00982,,,,
1073,97.8,32,1,0,0,-0.0011,48.2846,0.9099,0.000,0.000155,0.00981,,,,
1074,69.0,76,1,0,7,0.0552,18.3808,0.8792,0.000,0.000155,0.00980,,,,
1075,-51.6,5,0,1,0,0.0000,0.0000,0.0000,0.000,0.000155,0.00979,,,,
1076,104.7,12,1,0,0,0.0016,79.8538,0.8819,0.000,0.000155,0.00978,,,,
1077,78.5,65,1,0,4,0.0001,68.7601,0.8919,0.000,0.000155,0.00977,,,,
1078,107.0,16,1,0,0,-0.0022,103.1621,0.8420,0.000,0.000154,0.00976,,,,
1079,64.0,97,1,0,6,0.0193,29.4078,0.7139,0.000,0.000154,0.00975,,,,
1080,102.7,4,1,0,0,0.0000,0.0000,0.0000,0.000,0.000154,0.00974,,,,
1081,75.0,71,1,0,4,0.0029,27.7231,0.8217,0.000,0.000154,0.00973,,,,
1082,-117.0,200,0,0,15,0.0119,21.2724,0.9683,0.015,0.000154,0.00972,,,,
1083,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000154,0.00971,,,,
1084,90.2,21,1,0,0,-0.0008,43.4215,1.2760,0.000,0.000154,0.00970,,,,
1085,-47.7,5,0,1,0,0.0000,0.0000,0.0000,0.000,0.000154,0.00969,,,,
1086,-63.0,34,0,1,4,-0.0025,46.1899,0.8758,0.000,0.000153,0.00968,,,,
1087,103.3,17,1,0,0,-0.0025,55.4773,1.0536,0.000,0.000153,0.00967,,,,
1088,-51.8,12,0,1,0,0.0018,210.0730,0.9063,0.000,0.000153,0.00966,,,,
1089,105.6,16,1,0,0,0.0009,320.3147,0.9393,0.000,0.000153,0.00965,,,,
1090,-68.2,49,0,1,0,0.0002,45.2914,0.6803,0.000,0.000153,0.00964,,,,
1091,101.8,3,1,0,0,0.0000,0.0000,0.0000,0.000,0.000153,0.00964,,,,
1092,-61.4,51,0,1,0,-0.0003,44.1625,0.9357,0.000,0.000153,0.00963,,,,
1093,-88.5,85,0,1,3,-0.0388,25.2821,0.9497,0.000,0.000152,0.00962,,,,
1094,107.1,14,1,0,0,-0.0022,69.1113,0.9175,0.000,0.000152,0.00961,,,,
1095,99.2,6,1,0,1,0.0000,0.0000,0.0000,0.000,0.000152,0.00960,,,,
1096,87.1,35,1,0,4,0.0004,25.9967,1.0257,0.000,0.000152,0.00959,,,,
1097,67.8,80,1,0,7,-0.0181,11.4851,0.9049,0.000,0.000152,0.00958,,,,
1098,40.6,95,1,0,15,-0.0035,60.0756,0.9341,0.000,0.000152,0.00957,,,,
1099,-59.2,17,0,1,2,-0.0016,92.2648,0.7710,0.000,0.000152,0.00956,,,,
1100,100.0,200,1,0,0,0.0000,0.0000,0.0000,0.000,0.000151,0.00955,-29.7,0.40,0.0,3.0
1101,89.2,53,1,0,3,0.0005,28.6662,0.8535,0.000,0.000151,0.00954,,,,
1102,87.5,60,1,0,3,-0.0007,25.1920,0.8638,0.000,0.000151,0.00953,,,,
1103,-55.6,19,0,1,0,0.0008,80.7868,1.1324,0.000,0.000151,0.00952,,,,
1104,94.0,23,1,0,3,0.0001,176.3110,0.8983,0.000,0.000151,0.00951,,,,
1105,31.8,116,1,0,12,-0.0007,53.5558,1.0079,0.000,0.000151,0.00950,,,,
1106,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000151,0.00949,,,,
1107,-53.9,23,0,1,0,-0.0010,86.7349,1.0499,0.000,0.000151,0.00948,,,,
1108,102.6,9,1,0,0,-0.0007,28.4026,0.8149,0.000,0.000150,0.00947,,,,
1109,100.0,1,1,0,0,0.0000,0.0000,0.0000,0.000,0.000150,0.00946,,,,
1110,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000150,0.00945,,,,
1111,105.6,32,1,0,0,-0.0003,62.6831,0.9190,0.000,0.000150,0.00945,,,,
1112,-86.1,72,0,1,6,-0.0309,25.2514,1.0374,0.000,0.000150,0.00944,,,,
1113,94.4,53,1,0,0,-0.0002,42.5974,0.8376,0.000,0.000150,0.00943,,,,
1114,37.7,128,1,0,10,-0.0008,64.6642,0.8624,0.000,0.000150,0.00942,,,,
1115,106.7,18,1,0,0,-0.0008,42.4356,0.9094,0.000,0.000149,0.00941,,,,
1116,98.9,29,1,0,3,0.0001,59.7158,0.8031,0.000,0.000149,0.00940,,,,
1117,77.1,59,1,0,5,0.0000,72.5968,0.9587,0.000,0.000149,0.00939,,,,
1118,99.0,8,1,0,0,-0.0029,431.4337,1.1216,0.000,0.000149,0.00938,,,,
1119,100.0,1,1,0,0,0.0000,0.0000,0.0000,0.000,0.000149,0.00937,,,,
1120,86.3,59,1,0,0,-0.0001,11.1197,1.0142,0.000,0.000149,0.00936,,,,
1121,79.4,47,1,0,6,-0.0008,26.7728,0.9464,0.000,0.000149,0.00935,,,,
1122,-53.5,11,0,1,0,-0.0014,101.5732,1.0637,0.000,0.000149,0.00934,,,,
1123,-55.5,29,0,1,0,-0.0002,79.3567,0.8011,0.000,0.000148,0.00933,,,,
1124,97.7,11,1,0,2,-0.0005,18.6893,0.8942,0.000,0.000148,0.00932,,,,
1125,91.0,19,1,0,3,-0.0010,25.7168,1.0071,0.000,0.000148,0.00931,,,,
1126,97.9,17,1,0,0,-0.0010,10.0861,1.0140,0.000,0.000148,0.00930,,,,
1127,67.0,38,1,0,10,0.0004,124.1533,1.0077,0.000,0.000148,0.00929,,,,
1128,-54.3,41,0,1,0,-0.0022,71.8650,0.6484,0.000,0.000148,0.00928,,,,
1129,94.5,48,1,0,0,-0.0008,107.4139,0.9352,0.000,0.000148,0.00927,,,,
1130,-50.4,2,0,1,0,0.0000,0.0000,0.0000,0.000,0.000147,0.00927,,,,
1131,-66.7,29,0,1,3,-0.0002,58.9179,0.7065,0.000,0.000147,0.00926,,,,
1132,90.7,57,1,0,0,0.0009,25.3324,0.8966,0.000,0.000147,0.00925,,,,
1133,90.5,51,1,0,3,-0.0008,18.9447,0.8872,0.000,0.000147,0.00924,,,,
1134,88.5,17,1,0,4,-0.0001,199.6127,0.8483,0.000,0.000147,0.00923,,,,
1135,79.5,37,1,0,0,-0.0008,17.1879,1.2278,0.000,0.000147,0.00922,,,,
1136,100.9,2,1,0,0,0.0000,0.0000,0.0000,0.000,0.000147,0.00921,,,,
1137,88.8,57,1,0,2,-0.0007,10.5820,0.9299,0.000,0.000147,0.00920,,,,
1138,-43.8,18,0,1,0,-0.0004,128.3132,0.7949,0.000,0.000146,0.00919,,,,
1139,-67.2,44,0,1,3,-0.0010,34.1825,0.9821,0.000,0.000146,0.00918,,,,
1140,81.3,36,1,0,3,-0.0016,13.9318,1.2951,0.000,0.000146,0.00917,,,,
1141,95.9,39,1,0,1,0.0005,40.2858,0.8437,0.000,0.000146,0.00916,,,,
1142,104.9,24,1,0,0,0.0000,53.5520,0.8300,0.000,0.000146,0.00915,,,,
1143,70.5,91,1,0,3,0.0293,31.4402,0.9522,0.000,0.000146,0.00914,,,,
1144,94.8,18,1,0,3,-0.0035,14.9183,0.8930,0.000,0.000146,0.00913,,,,
1145,104.5,6,1,0,0,0.0000,0.0000,0.0000,0.000,0.000145,0.00912,,,,
1146,105.3,17,1,0,0,0.0000,29.8412,0.7069,0.000,0.000145,0.00911,,,,
1147,51.7,82,1,0,14,0.0402,19.1026,0.9469,0.000,0.000145,0.00910,,,,
1148,100.0,1,1,0,0,0.0000,0.0000,0.0000,0.000,0.000145,0.00909,,,,
1149,100.5,3,1,0,0,0.0000,0.0000,0.0000,0.000,0.000145,0.00908,,,,
1150,-81.5,4,0,0,0,-0.0016,11.4079,1.0732,0.000,0.000145,0.00908,-88.5,0.10,0.1,5.9
1151,24.4,167,1,0,14,0.0088,26.0993,1.0623,0.000,0.000145,0.00907,,,,
1152,-78.7,200,0,0,4,-0.0243,5.5975,1.0794,0.012,0.000144,0.00906,,,,
1153,-50.6,4,0,1,0,0.0000,0.0000,0.0000,0.000,0.000144,0.00905,,,,
1154,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000144,0.00904,,,,
1155,75.4,65,1,0,3,0.0055,127.6342,1.1154,0.000,0.000144,0.00903,,,,
1156,93.9,47,1,0,0,-0.0026,105.9039,1.0540,0.000,0.000144,0.00902,,,,
1157,95.4,29,1,0,2,-0.0009,26.4068,0.9953,0.000,0.000144,0.00901,,,,
1158,-76.1,40,0,1,0,-0.0021,40.8435,1.0632,0.000,0.000144,0.00900,,,,
1159,70.5,79,1,0,5,0.0374,30.8150,0.9730,0.000,0.000144,0.00899,,,,
1160,-47.2,7,0,1,0,0.0000,0.0000,0.0000,0.000,0.000143,0.00898,,,,
1161,52.9,133,1,0,0,-0.0151,19.0447,1.2411,0.000,0.000143,0.00897,,,,
1162,94.5,28,1,0,2,-0.0001,30.8243,1.1484,0.000,0.000143,0.00896,,,,
1163,71.5,67,1,0,5,0.0083,13.9138,1.0709,0.000,0.000143,0.00895,,,,
1164,-78.7,107,0,1,1,-0.0089,22.0758,1.1964,0.000,0.000143,0.00894,,,,
1165,98.6,28,1,0,2,0.0000,51.6903,0.9875,0.000,0.000143,0.00893,,,,
1166,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000143,0.00892,,,,
1167,-49.5,25,0,1,0,-0.0004,63.6071,1.0653,0.000,0.000142,0.00891,,,,
1168,76.6,70,1,0,0,0.0063,23.8087,1.2116,0.000,0.000142,0.00890,,,,
1169,-73.4,57,0,1,2,-0.0014,19.8205,1.1813,0.000,0.000142,0.00889,,,,
1170,95.9,58,1,0,2,0.0002,85.6906,1.0210,0.000,0.000142,0.00889,,,,
1171,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000142,0.00888,,,,
1172,101.9,12,1,0,0,-0.0001,345.8193,0.8583,0.000,0.000142,0.00887,,,,
1173,76.2,68,1,0,5,0.0023,20.0902,1.0793,0.000,0.000142,0.00886,,,,
1174,-46.8,6,0,1,0,0.0000,0.0000,0.0000,0.000,0.000142,0.00885,,,,
1175,-73.7,68,0,1,1,-0.0076,26.2126,1.2372,0.000,0.000141,0.00884,,,,
1176,96.3,30,1,0,3,-0.0021,28.8096,0.9145,0.000,0.000141,0.00883,,,,
1177,-53.2,7,0,1,0,0.0000,0.0000,0.0000,0.000,0.000141,0.00882,,,,
1178,-46.1,9,0,1,0,0.0002,130.9683,0.8822,0.000,0.000141,0.00881,,,,
1179,-51.3,4,0,1,0,0.0000,0.0000,0.0000,0.000,0.000141,0.00880,,,,
1180,101.8,3,1,0,0,0.0000,0.0000,0.0000,0.000,0.000141,0.00879,,,,
1181,-74.0,47,0,1,2,-0.0101,31.3449,1.2611,0.000,0.000141,0.00878,,,,
1182,32.9,140,1,0,11,0.0034,34.5474,1.1417,0.017,0.000140,0.00877,,,,
1183,100.0,1,1,0,0,0.0000,0.0000,0.0000,0.000,0.000140,0.00876,,,,
1184,-102.4,124,0,1,0,-0.0051,15.5117,1.2384,0.000,0.000140,0.00875,,,,
1185,-62.0,20,0,1,2,-0.0011,50.1575,1.0893,0.000,0.000140,0.00874,,,,
1186,75.4,69,1,0,6,-0.0156,14.9031,1.0756,0.000,0.000140,0.00873,,,,
1187,-81.6,78,0,1,1,-0.0452,21.3919,1.0890,0.000,0.000140,0.00872,,,,
1188,96.1,15,1,0,0,-0.0012,33.2656,1.3158,0.000,0.000140,0.00871,,,,
1189,91.2,59,1,0,3,-0.0000,17.9075,0.9703,0.000,0.000139,0.00870,,,,
1190,94.4,48,1,0,0,-0.0002,31.6030,0.9599,0.000,0.000139,0.00870,,,,
1191,89.3,32,1,0,0,-0.0004,245.1460,1.1810,0.000,0.000139,0.00869,,,,
1192,80.0,63,1,0,7,-0.0004,15.4126,0.9573,0.000,0.000139,0.00868,,,,
1193,95.6,45,1,0,2,-0.0007,31.7643,0.9574,0.000,0.000139,0.00867,,,,
1194,-51.4,11,0,1,0,0.0007,143.7183,0.6865,0.000,0.000139,0.00866,,,,
1195,-98.6,68,0,1,6,0.0126,52.3658,1.1153,0.000,0.000139,0.00865,,,,
1196,-70.0,41,0,1,3,-0.0038,33.6362,1.1577,0.000,0.000139,0.00864,,,,
1197,96.6,46,1,0,0,0.0008,21.2834,0.9884,0.000,0.000138,0.00863,,,,
1198,-57.5,45,0,1,0,0.0011,48.5477,0.8406,0.000,0.000138,0.00862,,,,
1199,102.3,13,1,0,0,0.0003,23.8769,0.8109,0.000,0.000138,0.00861,,,,
1200,-48.0,5,0,0,0,-0.0017,89.9954,1.0387,0.000,0.000138,0.00860,-67.8,0.20,0.0,4.1
1201,101.1,25,1,0,0,-0.0000,17.9099,0.9807,0.000,0.000138,0.00859,,,,
1202,-47.8,15,0,1,0,0.0004,114.3286,0.8105,0.000,0.000138,0.00858,,,,
1203,84.5,60,1,0,3,-0.0012,17.9921,0.9720,0.000,0.000138,0.00857,,,,
1204,27.6,148,1,0,12,0.0235,20.7726,1.0848,0.000,0.000137,0.00856,,,,
1205,92.1,18,1,0,4,0.0007,35.8586,0.9617,0.000,0.000137,0.00855,,,,
1206,71.2,63,1,0,9,-0.0007,16.0699,0.9721,0.000,0.000137,0.00854,,,,
1207,96.9,47,1,0,0,0.0001,37.8157,0.8762,0.000,0.000137,0.00853,,,,
1208,102.3,29,1,0,1,-0.0002,27.9410,0.9991,0.000,0.000137,0.00852,,,,
1209,97.1,22,1,0,2,0.0010,16.7071,0.9276,0.000,0.000137,0.00851,,,,
1210,95.4,15,1,0,2,-0.0011,20.3734,0.8463,0.000,0.000137,0.00851,,,,
1211,-53.5,13,0,1,0,-0.0000,129.9317,0.6808,0.000,0.000137,0.00850,,,,
1212,-49.1,2,0,1,0,0.0000,0.0000,0.0000,0.000,0.000136,0.00849,,,,
1213,95.2,38,1,0,0,-0.0009,113.4924,1.0224,0.000,0.000136,0.00848,,,,
1214,94.0,15,1,0,3,-0.0008,12.6714,0.9989,0.000,0.000136,0.00847,,,,
1215,-56.4,28,0,1,0,0.0011,63.8133,0.7936,0.000,0.000136,0.00846,,,,
1216,102.5,39,1,0,0,0.0003,33.2230,1.0805,0.000,0.000136,0.00845,,,,
1217,-152.2,167,0,1,12,-0.0015,45.7927,1.2248,0.000,0.000136,0.00844,,,,
1218,69.3,77,1,0,6,0.0011,52.1294,1.0676,0.000,0.000136,0.00843,,,,
1219,-53.1,45,0,1,0,-0.0014,26.3661,1.0640,0.000,0.000135,0.00842,,,,
1220,101.5,7,1,0,0,0.0000,0.0000,0.0000,0.000,0.000135,0.00841,,,,
1221,95.9,65,1,0,2,-0.0119,19.0475,0.9704,0.000,0.000135,0.00840,,,,
1222,100.2,42,1,0,0,-0.0007,34.0932,0.9965,0.000,0.000135,0.00839,,,,
1223,-3.7,182,1,0,13,-0.0024,44.0603,1.2008,0.000,0.000135,0.00838,,,,
1224,97.4,7,1,0,0,0.0000,0.0000,0.0000,0.000,0.000135,0.00837,,,,
1225,100.4,14,1,0,2,-0.0007,28.6223,0.8408,0.000,0.000135,0.00836,,,,
1226,-55.0,15,0,1,0,-0.0033,111.5293,0.7915,0.000,0.000134,0.00835,,,,
1227,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000134,0.00834,,,,
1228,-62.2,43,0,1,3,-0.0014,30.3383,0.9261,0.000,0.000134,0.00833,,,,
1229,-50.3,5,0,1,0,0.0000,0.0000,0.0000,0.000,0.000134,0.00832,,,,
1230,-51.2,4,0,1,0,0.0000,0.0000,0.0000,0.000,0.000134,0.00832,,,,
1231,102.5,38,1,0,0,-0.0005,34.0191,1.0234,0.000,0.000134,0.00831,,,,
1232,101.7,11,1,0,0,-0.0016,331.6599,1.0773,0.000,0.000134,0.00830,,,,
1233,93.5,48,1,0,2,-0.0010,10.0550,1.0464,0.000,0.000134,0.00829,,,,
1234,90.8,29,1,0,2,-0.0011,147.2597,1.0069,0.000,0.000133,0.00828,,,,
1235,-70.7,68,0,1,4,0.0094,26.1267,1.0107,0.000,0.000133,0.00827,,,,
1236,87.5,74,1,0,1,0.0865,84.0275,1.0092,0.000,0.000133,0.00826,,,,
1237,96.1,26,1,0,2,-0.0013,11.0790,0.9337,0.000,0.000133,0.00825,,,,
1238,-58.0,30,0,1,3,-0.0003,49.7203,0.9004,0.000,0.000133,0.00824,,,,
1239,103.9,9,1,0,0,-0.0014,18.9395,0.8029,0.000,0.000133,0.00823,,,,
1240,-48.6,4,0,1,0,0.0000,0.0000,0.0000,0.000,0.000133,0.00822,,,,
1241,-50.4,2,0,1,0,0.0000,0.0000,0.0000,0.000,0.000132,0.00821,,,,
1242,95.7,11,1,0,3,-0.0002,19.0097,0.8388,0.000,0.000132,0.00820,,,,
1243,-62.9,24,0,1,2,-0.0034,57.9361,1.1339,0.000,0.000132,0.00819,,,,
1244,101.9,9,1,0,0,-0.0011,14.7619,0.9218,0.000,0.000132,0.00818,,,,
1245,-68.2,25,0,1,0,-0.0013,71.7465,1.3853,0.000,0.000132,0.00817,,,,
1246,-55.7,13,0,1,0,-0.0009,115.6453,0.8719,0.000,0.000132,0.00816,,,,
1247,79.6,68,1,0,0,0.0032,20.1201,1.2191,0.000,0.000132,0.00815,,,,
1248,77.6,35,1,0,7,-0.0024,117.2285,0.9371,0.000,0.000132,0.00814,,,,
1249,-53.5,26,0,1,0,-0.0041,56.9396,0.9427,0.000,0.000131,0.00813,,,,
1250,100.0,6,1,0,0,0.0000,0.0000,0.0000,0.000,0.000131,0.00813,-46.5,0.30,0.0,5.5
1251,102.3,5,1,0,0,0.0000,0.0000,0.0000,0.000,0.000131,0.00812,,,,
1252,101.6,5,1,0,0,0.0000,0.0000,0.0000,0.000,0.000131,0.00811,,,,
1253,99.6,19,1,0,0,-0.0002,8.1667,0.9747,0.000,0.000131,0.00810,,,,
1254,17.8,182,1,0,11,-0.0026,21.6187,1.0767,0.000,0.000131,0.00809,,,,
1255,71.3,56,1,0,3,-0.0003,95.9112,1.2396,0.000,0.000131,0.00808,,,,
1256,95.4,18,1,0,0,-0.0005,12.7455,0.9986,0.000,0.000130,0.00807,,,,
1257,101.2,6,1,0,0,0.0000,0.0000,0.0000,0.000,0.000130,0.00806,,,,
1258,-51.8,21,0,1,0,-0.0012,72.5817,1.0519,0.000,0.000130,0.00805,,,,
1259,100.0,31,1,0,0,-0.0003,19.3775,0.9855,0.000,0.000130,0.00804,,,,
1260,85.6,41,1,0,3,-0.0003,197.8579,0.9477,0.000,0.000130,0.00803,,,,
1261,-50.0,1,0,1,0,0.0000,0.0000,0.0000,0.000,0.000130,0.00802,,,,
1262,-61.9,38,0,1,2,-0.0034,28.4657,0.9890,0.000,0.000130,0.00801,,,,
1263,102.7,4,1,0,0,0.0000,0.0000,0.0000,0.000,0.000129,0.00800,,,,
1264,-67.3,33,0,1,2,-0.0104,31.5922,0.9554,0.000,0.000129,0.00799,,,,
1265,89.7,52,1,0,0,-0.0072,15.1795,1.1056,0.000,0.000129,0.00798,,,,
1266,-46.4,13,0,1,0,-0.0015,87.9529,0.9347,0.000,0.000129,0.00797,,,,
1267,78.0,42,1,0,6,-0.0020,19.4664,1.0332,0.000,0.000129,0.00796,,,,
1268,31.0,196,1,0,0,0.0011,17.1967,1.1582,0.005,0.000129,0.00795,,,,
1269,-51.1,2,0,1,0,0.0000,0.0000,0.0000,0.000,0.000129,0.00794,,,,
1270,91.1,25,1,0,4,-0.0008,18.0645,1.0322,0.000,0.000129,0.00794,,,,
1271,-56.8,31,0,1,0,-0.0023,49.4308,0.5989,0.000,0.000128,0.00793,,,,
1272,-73.0,21,0,1,6,-0.0011,68.5421,0.9868,0.000,0.000128,0.00792,,,,
1273,100.0,20,1,0,0,-0.0000,8.2930,1.0516,0.000,0.000128,0.00791,,,,
1274,102.4,11,1,0,0,-0.0001,16.8387,0.9422,0.000,0.000128,0.00790,,,,
1275,100.1,12,1,0,0,-0.0007,17.5704,1.0385,0.000,0.000128,0.00789,,,,
1276,75.9,44,1,0,4,0.0004,94.2572,1.0330,0.000,0.000128,0.00788,,,,
1277,-111.0,200,0,0,10,-0.0176,28.3418,1.1389,0.000,0.000128,0.00787,,,,
1278,84.9,49,1,0,0,-0.0000,11.3951,1.0906,0.000,0.000127,0.00786,,,,
1279,90.5,40,1,0,3,-0.0002,14.9909,0.8704,0.000,0.000127,0.00785,,,,
1280,95.4,31,1,0,3,-0.0019,25.6482,0.8362,0.000,0.000127,0.00784,,,,
1281,83.9,62,1,0,0,-0.0001,11.1884,1.0723,0.000,0.000127,0.00783,,,,
1282,49.3,167,1,0,2,-0.0046,56.6010,0.9316,0.000,0.000127,0.00782,,,,
1283,98.6,28,1,0,0,-0.0026,6.8612,1.0912,0.000,0.000127,0.00781,,,,
1284,94.3,22,1,0,0,-0.0020,339.1819,1.1610,0.000,0.000127,0.00780,,,,
1285,91.6,40,1,0,2,0.0011,13.8273,1.0845,0.000,0.000127,0.00779,,,,
1286,103.7,19,1,0,0,-0.0020,23.3478,0.8858,0.000,0.000126,0.00778,,,,
1287,-77.8,73,0,1,5,0.0367,18.6093,0.8802,0.000,0.000126,0.00777,,,,
1288,-51.9,17,0,1,0,0.0024,88.5395,0.9430,0.000,0.000126,0.00776,,,,
1289,78.3,48,1,0,6,-0.0002,13.5399,1.0384,0.000,0.000126,0.00775,,,,
1290,63.7,110,1,0,4,-0.0068,39.7083,0.8517,0.000,0.000126,0.00775,,,,
1291,84.8,47,1,0,5,0.0003,95.1695,0.9003,0.000,0.000126,0.00774,,,,
1292,93.3,37,1,0,2,-0.0023,219.6518,1.0679,0.000,0.000126,0.00773,,,,
1293,105.6,24,1,0,0,-0.0028,25.7257,1.0353,0.000,0.000125,0.00772,,,,
1294,-56.9,35,0,1,1,-0.0006,37.3714,1.0547,0.000,0.000125,0.00771,,,,
1295,98.7,15,1,0,2,-0.0018,13.9923,0.8395,0.000,0.000125,0.00770,,,,
1296,-52.5,10,0,1,0,-0.0065,95.3262,0.9772,0.000,0.000125,0.00769,,,,
1297,106.8,10,1,0,0,0.0022,28.5773,0.6787,0.000,0.000125,0.00768,,,,
1298,-46.2,11,0,1,0,-0.0103,154.6939,0.8483,0.000,0.000125,0.00767,,,,
1299,101.8,14,1,0,0,0.0007,24.5964,0.9420,0.000,0.000125,0.00766,,,,
1300,98.2,200,1,0,0,-0.0013,20.2025,0.9786,0.000,0.000124,0.00765,-100.4,0.00,0.2,3.8
1301,97.5,13,1,0,2,-0.0004,13.6515,0.8566,0.000,0.000124,0.00764,,,,
1302,-54.3,16,0,1,0,-0.0037,84.3385,1.0271,0.000,0.000124,0.00763,,,,
1303,102.7,4,1,0,0,0.0000,0.0000,0.0000,0.000,0.000124,0.00762,,,,
1304,-98.5,200,0,0,14,0.0205,22.7782,0.9754,0.000,0.000124,0.00761,,,,
1305,-121.7,153,0,1,1,0.0086,29.0828,1.1845,0.000,0.000124,0.00760,,,,
1306,-48.2,3,0,1,0,0.0000,0.0000,0.0000,0.000,0.000124,0.00759,,,,
1307,35.3,175,1,0,6,-0.0114,16.0227,0.9930,0.000,0.000124,0.00758,,,,
1308,101.4,4,1,0,0,0.0000,0.0000,0.0000,0.000,0.000123,0.00757,,,,
1309,100.3,8,1,0,0,-0.0024,17.1595,0.8372,0.000,0.000123,0.00756,,,,
1310,97.8,57,1,0,0,-0.0007,22.9497,0.9905,0.000,0.000123,0.00756,,,,
1311,105.0,11,1,0,0,-0.0008,20.7001,0.7890,0.000,0.000123,0.00755,,,,
1312,-65.8,32,0,1,5,-0.0031,41.4194,0.9363,0.000,0.000123,0.00754,,,,
1313,101.7,8,1,0,0,-0.0007,26.4991,0.9941,0.000,0.000123,0.00753,,,,
1314,98.1,29,1,0,1,-0.0012,15.0111,1.0345,0.000,0.000123,0.00752,,,,
1315,91.9,61,1,0,0,-0.0010,9.7401,1.0307,0.000,0.000122,0.00751,,,,
