episode,ep_length,outcome,thief_reward,police0_reward,police1_reward,thief_pg_loss,thief_vf_loss,thief_entropy,police0_pg_loss,police0_vf_loss,police0_entropy,police1_pg_loss,police1_vf_loss,police1_entropy,thief_lr,police_lr,eval_catch_rate,eval_escape_rate,eval_trap_rate,eval_timeout_rate,eval_avg_steps
1,14,escaped,103.7,-51.3,-51.3,-0.0032,0.1025,0.0630,-0.0265,0.0412,0.9680,-0.0114,0.0393,0.7931,0.000050,0.000100,,,,,
2,61,caught,-100.0,44.0,94.0,-0.0061,88.8713,0.2723,0.0002,21.1266,0.8671,0.0010,101.7785,0.5306,0.000050,0.000100,,,,,
3,8,escaped,102.3,-50.7,-50.7,0.0001,0.0636,0.0571,-0.0056,0.0546,0.9526,-0.0027,0.0302,0.7977,0.000050,0.000100,,,,,
4,12,escaped,107.9,-51.1,-51.1,-0.0024,0.0368,0.1492,-0.0122,0.0388,0.9506,-0.0013,0.0099,0.7855,0.000050,0.000100,,,,,
5,50,trap,-53.9,-5.0,-5.0,-0.0000,28.1969,0.0007,0.0040,0.4546,0.9176,0.0019,0.4962,0.5676,0.000050,0.000100,,,,,
6,12,escaped,103.9,-51.1,-51.1,-0.0006,0.1734,0.0795,-0.0044,0.0463,0.8508,-0.0076,0.3093,0.7476,0.000050,0.000100,,,,,
7,13,escaped,110.8,-51.2,-51.2,-0.0001,0.0770,0.1507,-0.0060,0.0626,0.8468,-0.0071,0.0248,0.6976,0.000050,0.000100,,,,,
8,21,escaped,116.0,-52.0,-52.0,0.0003,1.1350,0.0705,0.0008,0.0833,0.8565,0.0001,0.0602,0.5808,0.000050,0.000100,,,,,
9,29,caught,-88.8,47.2,97.2,0.0000,153.3154,0.1140,-0.0011,43.9980,0.8329,0.0046,217.4442,0.5781,0.000050,0.000100,,,,,
10,7,escaped,103.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
11,20,escaped,101.8,-51.9,-51.9,0.0001,15.5449,0.1312,-0.0027,0.0569,0.8701,-0.0038,0.0533,0.8295,0.000050,0.000100,,,,,
12,9,caught,-98.0,49.2,99.2,0.0000,823.2907,0.1100,-0.0065,262.4242,0.5164,0.0017,1049.1004,0.6092,0.000050,0.000100,,,,,
13,23,escaped,113.8,-52.2,-52.2,-0.0000,20.4867,0.1675,-0.0001,0.1551,0.7758,-0.0003,209.8024,0.6122,0.000050,0.000100,,,,,
14,1,escaped,100.0,-50.0,-50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
15,16,escaped,98.2,-51.5,-51.5,-0.0002,14.3126,0.1020,-0.0022,0.0244,0.7616,-0.0040,0.0157,0.7907,0.000050,0.000100,,,,,
16,24,escaped,91.4,-52.3,-52.3,-0.0015,33.2698,0.1131,-0.0006,0.9571,0.6187,0.0005,1.7137,0.6250,0.000050,0.000100,,,,,
17,72,escaped,91.3,-57.1,-57.1,0.0196,23.2812,0.0770,-0.0015,0.5321,0.9229,-0.0271,0.5624,0.7981,0.000050,0.000100,,,,,
18,18,escaped,105.3,-51.7,-51.7,-0.0012,0.0644,0.0971,-0.0022,0.1449,0.5203,-0.0010,0.5174,0.6464,0.000050,0.000100,,,,,
19,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
20,30,caught,-103.2,47.1,97.1,0.0000,198.0659,0.0597,-0.0018,42.6783,0.5533,-0.0049,169.5702,0.6341,0.000050,0.000100,,,,,
21,9,escaped,101.2,-50.8,-50.8,-0.0000,0.1737,0.0268,-0.0024,0.1041,0.7571,-0.0169,0.0956,0.8804,0.000050,0.000100,,,,,
22,25,escaped,97.0,-52.4,-52.4,-0.0000,10.0816,0.1052,0.0008,0.0639,0.8734,-0.0050,0.0796,0.8737,0.000050,0.000100,,,,,
23,11,caught,-101.0,99.0,49.0,0.0000,269.7474,0.0373,-0.0062,467.4100,0.9958,0.0084,120.7591,0.8226,0.000050,0.000100,,,,,
24,19,escaped,87.6,-51.8,-51.8,0.0009,31.1642,0.0732,-0.0022,0.0488,0.6854,-0.0021,0.0586,0.8910,0.000050,0.000100,,,,,
25,15,caught,-93.4,98.6,48.6,-0.0010,284.3015,0.1608,-0.0090,307.4054,0.9199,0.0045,83.9976,0.8536,0.000050,0.000100,,,,,
26,21,escaped,114.0,-52.0,-52.0,-0.0000,0.0594,0.0424,0.0005,0.0372,0.7504,-0.0140,0.0303,0.6668,0.000050,0.000100,,,,,
27,104,escaped,104.7,-60.3,-60.3,0.0099,3.5568,0.1333,-0.0189,0.4733,0.7019,-0.0057,0.5449,0.5492,0.000050,0.000100,,,,,
28,1,caught,-100.0,100.0,50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
29,110,escaped,92.1,-60.9,-60.9,0.0070,215.0468,0.0208,-0.0190,17.8039,0.9946,0.0166,10.7422,0.7711,0.000050,0.000100,,,,,
30,12,escaped,109.9,-51.1,-51.1,-0.0033,0.0609,0.1046,0.0004,0.2541,0.8513,-0.0327,2.8207,0.7574,0.000050,0.000100,,,,,
31,15,escaped,110.6,-51.4,-51.4,-0.0021,0.2675,0.1449,-0.0053,0.1875,0.7411,0.0126,0.5427,0.7633,0.000050,0.000100,,,,,
32,18,caught,-102.0,48.3,98.3,-0.0000,307.3852,0.1184,0.0085,79.0072,0.7675,0.0008,461.1217,0.6966,0.000050,0.000100,,,,,
33,11,escaped,109.0,-51.0,-51.0,0.0001,0.0444,0.1849,0.0015,0.1078,0.7316,-0.0038,0.0616,0.7470,0.000050,0.000100,,,,,
34,23,escaped,107.8,-52.2,-52.2,-0.0010,0.1849,0.0922,0.0001,0.0812,0.7452,-0.0007,0.0547,0.7768,0.000050,0.000100,,,,,
35,3,caught,-100.2,49.8,99.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
36,14,escaped,107.7,-51.3,-51.3,-0.0003,1.4421,0.1180,-0.0003,0.0404,0.7268,-0.0052,0.0558,0.7894,0.000050,0.000100,,,,,
37,15,escaped,110.6,-51.4,-51.4,-0.0013,0.0227,0.1859,-0.0017,0.0438,0.7172,-0.0140,70.9319,0.8022,0.000050,0.000100,,,,,
38,104,escaped,100.7,-60.3,-60.3,0.0027,4.9994,0.1189,-0.0091,0.7236,0.8373,-0.0121,0.6702,0.7751,0.000050,0.000100,,,,,
39,15,escaped,112.6,-51.4,-51.4,0.0000,0.3649,0.0859,-0.0010,0.0230,0.8134,0.0415,0.2808,0.7958,0.000050,0.000100,,,,,
40,71,escaped,93.7,-57.0,-57.0,0.0264,6.8917,0.0486,-0.0133,13.1873,0.3191,0.0159,78.7840,0.6654,0.000050,0.000100,,,,,
41,9,escaped,103.2,-50.8,-50.8,-0.0014,0.2925,0.1541,-0.0016,0.1825,0.8440,0.0007,0.1798,0.7498,0.000050,0.000100,,,,,
42,33,trap,-53.2,-3.3,-3.3,0.0001,45.2306,0.1726,-0.0007,0.3014,0.9810,-0.0010,0.3113,0.5995,0.000050,0.000100,,,,,
43,19,escaped,102.9,-51.8,-51.8,-0.0003,9.7144,0.1169,-0.0055,0.0259,0.8508,-0.0054,0.0291,0.7848,0.000050,0.000100,,,,,
44,8,caught,-93.7,49.3,99.3,-0.0003,743.3842,0.0571,-0.0108,164.4567,0.8870,0.0114,642.4791,0.4819,0.000050,0.000100,,,,,
45,20,escaped,115.1,-51.9,-51.9,-0.0035,4.5889,0.1229,-0.0000,0.0099,0.8557,-0.0011,289.7779,0.6009,0.000050,0.000100,,,,,
46,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
47,16,caught,-104.5,98.5,48.5,0.0003,296.2929,0.1249,-0.0011,291.4509,0.9304,-0.0004,81.0342,0.6543,0.000050,0.000100,,,,,
48,14,caught,-90.3,48.7,98.7,-0.0001,407.3022,0.1442,-0.0003,90.8331,0.8735,0.0034,540.3150,0.5125,0.000050,0.000100,,,,,
49,2,escaped,100.9,-50.1,-50.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
50,9,caught,-96.8,99.2,49.2,-0.0003,434.9004,0.1449,0.0026,574.0270,0.9529,0.0037,147.4704,0.7473,0.000050,0.000100,,,,,
51,42,caught,-92.4,45.9,95.9,-0.0001,127.7166,0.0628,-0.0023,30.3548,0.8499,-0.0007,170.4313,0.6772,0.000050,0.000100,,,,,
52,26,escaped,112.5,-52.5,-52.5,-0.0003,0.1198,0.1029,-0.0005,0.1997,0.8473,-0.0098,0.1220,0.6472,0.000050,0.000100,,,,,
53,20,escaped,117.1,-51.9,-51.9,-0.0001,0.1635,0.0900,0.0023,0.0217,0.8669,-0.0127,0.0942,0.5494,0.000050,0.000100,,,,,
54,75,escaped,110.6,-57.4,-57.4,-0.0000,2.7732,0.0327,0.1001,0.4512,0.9461,-0.0129,0.5679,0.7467,0.000050,0.000100,,,,,
55,21,escaped,108.0,-52.0,-52.0,-0.0036,0.1097,0.1420,-0.0024,0.1005,0.8721,-0.0022,0.0633,0.7426,0.000050,0.000100,,,,,
56,13,caught,-104.5,48.8,98.8,-0.0000,252.2999,0.1185,0.0056,94.2312,0.8552,0.0009,12.6730,0.8236,0.000050,0.000100,,,,,
57,15,escaped,108.6,-51.4,-51.4,-0.0004,0.0656,0.1121,-0.0067,0.0414,0.8215,-0.0065,0.0129,0.7858,0.000050,0.000100,,,,,
58,31,escaped,94.5,-53.0,-53.0,0.0005,30.5428,0.1288,-0.0077,2.4407,0.8034,-0.0088,0.1020,0.6789,0.000050,0.000100,,,,,
59,55,escaped,104.2,-55.4,-55.4,0.0011,21.6751,0.1238,0.0011,0.7205,0.7383,-0.0008,104.4753,0.7860,0.000050,0.000100,,,,,
60,6,escaped,102.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
61,12,escaped,101.9,-51.1,-51.1,-0.0008,0.0314,0.0856,-0.0080,0.1532,0.8100,0.0007,2.5391,0.7651,0.000050,0.000100,,,,,
62,94,escaped,107.7,-59.3,-59.3,-0.0016,2.0962,0.0527,-0.0190,0.6819,0.7383,-0.0109,58.4590,0.7010,0.000050,0.000100,,,,,
63,18,escaped,111.3,-51.7,-51.7,-0.0021,0.0773,0.0719,-0.0040,0.0926,0.7593,-0.0095,0.0582,0.7948,0.000050,0.000100,,,,,
64,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
65,10,escaped,108.1,-50.9,-50.9,-0.0011,0.0733,0.2017,-0.0050,0.2150,0.7563,-0.0057,0.1595,0.8099,0.000050,0.000100,,,,,
66,23,caught,-118.5,47.8,97.8,0.0000,175.3852,0.0862,0.0020,55.7587,0.8550,-0.0051,71.1483,0.8222,0.000050,0.000100,,,,,
67,6,caught,-103.5,99.5,49.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
68,10,escaped,108.1,-50.9,-50.9,-0.0006,0.0706,0.1522,-0.0078,0.1249,0.8110,-0.0132,0.0815,0.7808,0.000050,0.000100,,,,,
69,63,caught,-113.1,43.8,93.8,0.0000,86.8857,0.0330,-0.0018,20.9953,0.8574,0.0014,177.7545,0.6360,0.000050,0.000100,,,,,
70,30,escaped,116.1,-52.9,-52.9,-0.0077,2.1863,0.0734,-0.0087,0.1122,0.8434,0.0014,162.9684,0.5759,0.000050,0.000100,,,,,
71,13,escaped,104.8,-51.2,-51.2,-0.0004,396.7711,0.0719,-0.0080,172.3581,0.7664,-0.0082,112.6096,0.7285,0.000050,0.000100,,,,,
72,12,escaped,109.9,-51.1,-51.1,-0.0002,1.1938,0.1498,-0.0056,0.0522,0.8415,0.0075,4.8648,0.7136,0.000050,0.000100,,,,,
73,9,escaped,107.2,-50.8,-50.8,-0.0000,0.1148,0.0889,0.0004,0.1162,0.8405,0.0429,13.0881,0.8328,0.000050,0.000100,,,,,
74,22,escaped,104.9,-52.1,-52.1,-0.0017,0.2108,0.1704,-0.0037,0.0354,0.9052,-0.0188,3.7003,0.8466,0.000050,0.000100,,,,,
75,18,escaped,109.3,-51.7,-51.7,-0.0010,0.0913,0.0826,0.0017,0.0490,0.8987,-0.0115,0.0543,0.8774,0.000050,0.000100,,,,,
76,66,caught,-127.1,43.5,93.5,-0.0002,116.3073,0.1508,-0.0045,21.0247,0.7140,0.0030,134.0246,0.5591,0.000050,0.000100,,,,,
77,7,caught,-94.6,99.4,49.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
78,12,escaped,101.9,-51.1,-51.1,-0.0002,429.1853,0.0741,-0.0046,181.5124,0.8236,-0.0139,198.1518,0.8155,0.000050,0.000100,,,,,
79,13,escaped,110.8,-51.2,-51.2,-0.0001,0.0559,0.1212,-0.0053,0.0277,0.8060,0.0035,0.2797,0.7484,0.000050,0.000100,,,,,
80,54,escaped,103.7,-55.3,-55.3,-0.0007,96.7974,0.3706,-0.0069,26.8007,0.7382,0.0035,43.2303,0.7309,0.000050,0.000100,,,,,
81,13,escaped,110.8,-51.2,-51.2,-0.0002,0.1346,0.0941,0.0008,0.1140,0.8614,0.0060,0.0643,0.8317,0.000050,0.000100,,,,,
82,32,caught,-96.1,46.9,96.9,0.0007,139.4133,0.0541,-0.0009,39.9280,0.7600,-0.0019,17.1034,0.6793,0.000050,0.000100,,,,,
83,13,escaped,108.8,-51.2,-51.2,-0.0020,0.0637,0.1301,-0.0028,0.0195,0.7445,-0.0131,0.0117,0.7615,0.000050,0.000100,,,,,
84,16,escaped,98.2,-51.5,-51.5,0.0022,7.2648,0.1003,-0.0038,0.0617,0.9020,-0.0007,0.0511,0.8957,0.000050,0.000100,,,,,
85,18,escaped,109.3,-51.7,-51.7,-0.0002,286.4309,0.0549,0.0024,71.7308,0.8290,0.0033,112.4306,0.7241,0.000050,0.000100,,,,,
86,12,escaped,109.9,-51.1,-51.1,-0.0004,2.0891,0.1296,-0.0023,0.0391,0.8197,-0.0048,0.0488,0.7267,0.000050,0.000100,,,,,
87,10,escaped,108.1,-50.9,-50.9,-0.0000,0.0603,0.1181,-0.0083,0.0384,0.8504,-0.0072,0.0732,0.8210,0.000050,0.000100,,,,,
88,10,escaped,106.1,-50.9,-50.9,-0.0018,0.1425,0.0813,-0.0119,0.0673,0.8980,-0.0078,0.0727,0.8704,0.000050,0.000100,,,,,
89,20,caught,-90.8,98.1,48.1,0.0000,333.7256,0.1133,-0.0118,172.0655,0.9671,-0.0165,156.3729,0.8101,0.000050,0.000100,,,,,
90,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
91,10,escaped,106.1,-50.9,-50.9,-0.0010,512.1809,0.0928,-0.0000,126.4508,0.8265,-0.0077,184.0331,0.6646,0.000050,0.000100,,,,,
92,8,caught,-93.7,49.3,99.3,-0.0000,681.2131,0.0424,0.0070,163.3742,1.0709,0.0043,635.9751,0.9620,0.000050,0.000100,,,,,
93,20,escaped,109.1,-51.9,-51.9,-0.0001,0.7791,0.0434,0.0004,0.0885,0.9017,-0.0051,0.0648,0.6738,0.000050,0.000100,,,,,
94,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
95,9,escaped,107.2,-50.8,-50.8,-0.0003,0.0220,0.1478,-0.0024,0.0252,0.8810,-0.0140,0.0383,0.8051,0.000050,0.000100,,,,,
96,17,caught,-95.6,48.4,98.4,-0.0000,153.4366,0.0362,0.0427,95.5987,0.8438,-0.0034,206.9357,0.5530,0.000050,0.000100,,,,,
97,1,trap,-50.0,-0.1,-0.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
98,5,caught,-98.4,49.6,99.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
99,15,escaped,106.6,-51.4,-51.4,-0.0000,0.3243,0.0502,0.0022,2.3288,0.9804,-0.0081,0.0376,0.8687,0.000050,0.000100,,,,,
100,29,escaped,92.6,-52.8,-52.8,-0.0012,194.8290,0.1900,0.0031,45.5211,1.0194,-0.0163,44.2949,0.8712,0.000050,0.000100,,,,,
101,15,escaped,110.6,-51.4,-51.4,0.0000,0.8800,0.1443,-0.0029,0.0240,0.9311,0.0004,0.2035,0.5877,0.000050,0.000100,,,,,
102,14,caught,-92.3,48.7,98.7,-0.0004,304.6116,0.1216,0.0063,90.2687,0.9301,0.0010,594.0782,0.5646,0.000050,0.000100,,,,,
103,2,caught,-99.1,99.9,49.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
104,6,caught,-95.5,49.5,99.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
105,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
106,4,caught,-97.3,99.7,49.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
107,13,caught,-97.2,98.8,48.8,0.0000,438.4918,0.0185,-0.0046,390.2840,1.0101,0.0004,100.1958,0.6932,0.000050,0.000100,,,,,
108,10,escaped,108.1,-50.9,-50.9,-0.0004,0.0401,0.1492,0.0009,0.1101,0.9207,0.0057,0.5648,0.6772,0.000050,0.000100,,,,,
109,15,escaped,112.6,-51.4,-51.4,-0.0000,0.1245,0.0715,-0.0019,0.0510,0.9730,-0.0057,0.0256,0.7508,0.000050,0.000100,,,,,
110,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
111,5,caught,-96.4,99.6,49.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
112,54,escaped,87.1,-55.3,-55.3,-0.0002,14.6142,0.2197,-0.0007,0.6618,0.9126,-0.0054,0.5963,0.7060,0.000050,0.000100,,,,,
113,13,escaped,104.8,-51.2,-51.2,-0.0001,0.0240,0.0744,-0.0020,0.0571,0.9777,-0.0096,0.0308,0.7725,0.000050,0.000100,,,,,
114,9,escaped,105.2,-50.8,-50.8,-0.0006,0.0236,0.1323,0.0003,0.0500,0.9408,-0.0160,0.0735,0.7678,0.000050,0.000100,,,,,
115,1,escaped,100.0,-50.0,-50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
116,14,escaped,103.7,-51.3,-51.3,-0.0009,0.3140,0.1685,-0.0111,0.0160,0.9457,-0.0005,0.0378,0.6589,0.000050,0.000100,,,,,
117,27,caught,-96.6,47.4,97.4,0.0000,106.6045,0.0447,-0.0049,46.4032,0.9275,0.0143,118.2299,0.4967,0.000050,0.000100,,,,,
118,11,escaped,107.0,-51.0,-51.0,-0.0000,0.0452,0.0575,0.0040,0.0271,0.9494,-0.0033,0.2262,0.6611,0.000050,0.000100,,,,,
119,5,caught,-98.4,49.6,99.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
120,53,escaped,97.5,-55.2,-55.2,0.0013,9.8117,0.2623,-0.0001,0.5915,0.9335,0.0004,0.5325,0.5526,0.000050,0.000100,,,,,
121,64,escaped,94.1,-56.3,-56.3,-0.0000,7.7895,0.0147,-0.0153,4.6649,0.8429,-0.0007,0.8808,0.4244,0.000050,0.000100,,,,,
122,1,caught,-100.0,100.0,50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
123,102,escaped,99.7,-60.1,-60.1,0.0086,4.2858,0.1253,-0.0056,0.9107,0.9815,-0.0068,0.6744,0.6514,0.000050,0.000100,,,,,
124,126,caught,-132.7,37.5,87.5,0.0009,37.0242,0.0373,-0.0006,10.6833,0.8860,0.0004,4.0039,0.3380,0.000050,0.000100,,,,,
125,16,caught,-88.5,48.5,98.5,0.0000,317.4961,0.0444,0.0019,78.3478,1.0216,0.0009,317.0229,0.7884,0.000050,0.000100,,,,,
126,53,escaped,78.9,-55.2,-55.2,0.0006,37.0976,0.1916,-0.0004,0.6532,0.9387,-0.0017,0.3956,0.3504,0.000050,0.000100,,,,,
127,8,escaped,106.3,-50.7,-50.7,-0.0008,0.0413,0.1247,-0.0037,0.4150,0.9181,-0.0167,0.2727,0.5112,0.000050,0.000100,,,,,
128,23,escaped,115.8,-52.2,-52.2,0.0001,0.1367,0.0598,0.0081,0.8405,0.9149,0.0019,0.1235,0.3681,0.000050,0.000100,,,,,
129,11,escaped,107.0,-51.0,-51.0,-0.0003,0.0350,0.0960,-0.0054,0.1172,1.0010,-0.0088,0.2207,0.7432,0.000050,0.000100,,,,,
130,14,escaped,111.7,-51.3,-51.3,-0.0003,0.0609,0.1809,-0.0066,0.1349,0.9242,0.0016,0.1063,0.4443,0.000050,0.000100,,,,,
131,19,caught,-93.8,48.2,98.2,0.0000,64.4470,0.1096,0.0042,74.3845,0.7529,0.0015,21.2737,0.4040,0.000050,0.000100,,,,,
132,50,trap,-47.9,-5.0,-5.0,-0.0000,29.2679,0.0561,0.0002,7.8217,0.8902,0.0064,0.5343,0.4038,0.000050,0.000100,,,,,
133,16,escaped,107.5,-51.5,-51.5,-0.0000,0.0617,0.0454,-0.0048,0.0638,1.0343,-0.0033,0.0736,0.8448,0.000050,0.000100,,,,,
134,4,escaped,102.7,-50.3,-50.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
135,14,escaped,92.4,-51.3,-51.3,0.0000,31.7148,0.0728,0.0011,0.0530,0.9674,0.0056,433.9487,0.5601,0.000050,0.000100,,,,,
136,17,caught,-95.6,48.4,98.4,0.0008,264.5510,0.1645,-0.0000,74.3511,1.0013,0.0023,298.6285,0.7200,0.000050,0.000100,,,,,
137,14,escaped,109.7,-51.3,-51.3,-0.0024,0.0277,0.1238,-0.0078,0.0112,0.9168,-0.0036,0.0317,0.4629,0.000050,0.000100,,,,,
138,22,escaped,109.6,-52.1,-52.1,-0.0001,0.3981,0.0852,-0.0010,0.0601,0.8758,-0.0051,0.0348,0.3306,0.000050,0.000100,,,,,
139,12,escaped,109.9,-51.1,-51.1,-0.0005,0.0692,0.0827,-0.0079,0.0516,0.9640,-0.0030,0.0739,0.8207,0.000050,0.000100,,,,,
140,9,escaped,101.2,-50.8,-50.8,0.0000,31.9413,0.0605,-0.0050,0.0488,0.9572,-0.0068,0.0688,0.7815,0.000050,0.000100,,,,,
141,62,escaped,98.9,-56.1,-56.1,0.0000,1.9864,0.0094,0.0004,0.5192,0.9237,0.0017,0.5154,0.9375,0.000050,0.000100,,,,,
142,36,escaped,109.5,-53.5,-53.5,0.0001,0.5200,0.1843,-0.0026,0.2214,0.8967,-0.0001,0.2179,0.8939,0.000050,0.000100,,,,,
143,12,escaped,107.9,-51.1,-51.1,-0.0006,428.5648,0.1244,0.0077,110.8795,0.9087,0.0013,168.7169,0.5028,0.000050,0.000100,,,,,
144,10,escaped,108.1,-50.9,-50.9,-0.0000,0.0204,0.0615,-0.0063,0.0821,0.8814,-0.0143,0.1129,0.7652,0.000050,0.000100,,,,,
145,10,escaped,108.1,-50.9,-50.9,-0.0044,0.0286,0.1177,-0.0012,0.1109,0.8597,-0.0031,0.1296,0.7460,0.000050,0.000100,,,,,
146,18,escaped,115.3,-51.7,-51.7,0.0001,0.1054,0.1055,-0.0069,0.0313,0.8481,-0.0158,0.0598,0.3862,0.000050,0.000100,,,,,
147,5,caught,-96.4,49.6,99.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
148,19,caught,-95.8,48.2,98.2,0.0006,99.6174,0.0834,-0.0093,260.0707,0.8360,0.0021,25.1389,0.7600,0.000050,0.000100,,,,,
149,4,escaped,102.7,-50.3,-50.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
150,53,escaped,108.8,-55.2,-55.2,-0.0003,1.1878,0.2387,-0.0063,0.5026,0.9113,-0.0001,0.4680,0.6027,0.000050,0.000100,,,,,
151,10,escaped,108.1,-50.9,-50.9,-0.0000,0.0251,0.0856,-0.0082,0.5411,0.8549,-0.0103,0.0481,0.7376,0.000050,0.000100,,,,,
152,37,escaped,106.4,-53.6,-53.6,-0.0014,5.7418,0.0890,0.0044,25.6726,0.7374,-0.0008,246.0816,0.4537,0.000050,0.000100,,,,,
153,9,escaped,107.2,-50.8,-50.8,-0.0037,0.0334,0.0706,-0.0020,0.0983,0.8331,-0.0030,0.0838,0.7659,0.000050,0.000100,,,,,
154,14,caught,-94.3,48.7,98.7,0.0005,292.1531,0.1268,0.0030,89.8345,0.7649,0.0019,293.6712,0.8121,0.000050,0.000100,,,,,
155,10,escaped,106.1,-50.9,-50.9,-0.0005,0.0117,0.1132,-0.0061,0.0815,0.8131,-0.0026,0.0430,0.8177,0.000050,0.000100,,,,,
156,11,caught,-104.3,49.0,99.0,0.0000,416.3881,0.0393,-0.0031,112.7458,0.8603,-0.0119,44.0968,0.6072,0.000050,0.000100,,,,,
157,13,escaped,110.8,-51.2,-51.2,-0.0000,0.1085,0.0518,-0.0057,0.0649,0.7388,-0.0047,0.0236,0.8433,0.000050,0.000100,,,,,
158,14,escaped,109.7,-51.3,-51.3,-0.0008,367.5921,0.1655,-0.0080,122.7878,0.8791,0.0112,94.7663,0.6892,0.000050,0.000100,,,,,
159,7,caught,-94.6,49.4,99.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
160,60,caught,-100.9,44.1,94.1,-0.0000,22.8540,0.0286,0.0012,20.9691,0.8944,0.0010,4.1420,0.6048,0.000050,0.000100,,,,,
161,54,escaped,101.1,-55.3,-55.3,-0.0001,19.8273,0.0601,-0.0010,0.6202,0.9434,0.0006,35.7250,0.6325,0.000050,0.000100,,,,,
162,117,caught,-196.9,38.4,88.4,0.0016,121.8007,0.0186,0.0043,12.2822,0.2279,0.0001,94.0250,0.8306,0.000050,0.000100,,,,,
163,7,escaped,103.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
164,2,caught,-99.1,99.9,49.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
165,53,escaped,93.5,-55.2,-55.2,-0.0003,5.3297,0.1622,-0.0001,0.6971,1.0387,-0.0028,0.6089,0.7450,0.000050,0.000100,,,,,
166,1,caught,-100.0,100.0,50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
