episode,ep_length,outcome,thief_reward,police0_reward,police1_reward,thief_pg_loss,thief_vf_loss,thief_entropy,police0_pg_loss,police0_vf_loss,police0_entropy,police1_pg_loss,police1_vf_loss,police1_entropy,thief_lr,police_lr,eval_catch_rate,eval_escape_rate,eval_trap_rate,eval_timeout_rate,eval_avg_steps
4507,17,escaped,108.4,-51.6,-51.6,-0.0000,0.1293,0.0803,-0.0030,0.0153,1.0149,-0.0022,0.0169,0.8224,0.000049,0.000098,,,,,
4508,18,escaped,107.3,-51.7,-51.7,-0.0000,0.2756,0.0499,0.0012,0.0302,1.0463,-0.0054,0.0249,0.8334,0.000049,0.000098,,,,,
4509,18,escaped,102.0,-51.7,-51.7,-0.0002,6.8883,0.0907,-0.0022,0.1067,0.9326,0.0019,0.6642,0.6928,0.000049,0.000098,,,,,
4510,5,caught,-98.4,49.6,99.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4511,15,escaped,112.6,-51.4,-51.4,-0.0019,0.0652,0.0880,-0.0078,0.0130,0.9903,-0.0029,0.0127,0.7148,0.000049,0.000098,,,,,
4512,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4513,5,caught,-96.4,49.6,99.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4514,22,escaped,110.9,-52.1,-52.1,-0.0018,0.5270,0.1192,0.0027,0.1082,1.0553,0.0005,0.0921,0.7590,0.000049,0.000098,,,,,
4515,11,escaped,107.0,-51.0,-51.0,-0.0125,1.4735,0.1928,-0.0141,0.0850,0.9182,-0.0090,0.1760,0.6577,0.000049,0.000098,,,,,
4516,22,escaped,110.9,-52.1,-52.1,-0.0006,0.4331,0.0747,-0.0033,0.3976,0.8640,0.0004,0.3326,0.5878,0.000049,0.000098,,,,,
4517,18,escaped,113.3,-51.7,-51.7,-0.0001,0.0271,0.0951,0.0043,0.1484,1.0631,-0.0011,0.0942,0.7263,0.000049,0.000098,,,,,
4518,16,escaped,109.5,-51.5,-51.5,-0.0078,0.3191,0.1185,-0.0026,0.0754,1.0588,-0.0041,0.0229,0.6616,0.000049,0.000098,,,,,
4519,8,escaped,106.3,-50.7,-50.7,0.0000,0.0377,0.0310,-0.0027,0.1035,0.9769,-0.0023,0.0788,0.6008,0.000049,0.000098,,,,,
4520,18,escaped,113.3,-51.7,-51.7,-0.0040,0.2307,0.0746,-0.0061,0.0486,1.0479,-0.0035,0.0248,0.6738,0.000049,0.000098,,,,,
4521,10,escaped,108.1,-50.9,-50.9,-0.0004,0.0637,0.1515,0.0031,0.0421,0.9773,-0.0141,0.0340,0.6546,0.000049,0.000098,,,,,
4522,19,escaped,116.2,-51.8,-51.8,-0.0002,0.4687,0.1657,-0.0004,0.1222,1.0390,0.0021,0.0526,0.7473,0.000049,0.000098,,,,,
4523,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4524,21,escaped,102.7,-52.0,-52.0,-0.0000,10.5475,0.0519,0.0001,0.0481,0.9556,-0.0008,0.0543,0.7942,0.000049,0.000098,,,,,
4525,12,trap,-47.4,-1.2,-1.2,-0.0019,168.9898,0.1679,-0.0034,0.0085,1.0481,0.0031,64.1251,0.6331,0.000049,0.000098,,,,,
4526,45,escaped,101.6,-54.4,-54.4,-0.0025,1.2726,0.1898,-0.0055,0.4506,1.0604,-0.0008,0.4850,0.6339,0.000049,0.000098,,,,,
4527,4,caught,-97.3,99.7,49.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4528,27,escaped,115.4,-52.6,-52.6,-0.0008,0.1089,0.0653,-0.0012,0.0953,1.0619,-0.0040,0.0752,0.7222,0.000049,0.000098,,,,,
4529,8,escaped,102.3,-50.7,-50.7,-0.0001,5.3578,0.0503,-0.0039,0.0860,1.0064,-0.0058,0.0636,0.6752,0.000049,0.000098,,,,,
4530,11,caught,-99.0,49.0,99.0,0.0001,484.2768,0.3357,-0.0006,116.7801,1.0718,0.0008,459.5208,0.7049,0.000049,0.000098,,,,,
4531,11,escaped,105.0,-51.0,-51.0,-0.0000,0.0199,0.0473,-0.0015,0.0498,0.9923,0.0004,0.0315,0.7423,0.000049,0.000098,,,,,
4532,19,trap,-47.8,-1.9,-1.9,0.0013,78.0777,0.3492,-0.0112,0.0829,1.0244,0.0009,0.1823,0.8630,0.000049,0.000098,,,,,
4533,16,escaped,109.5,-51.5,-51.5,-0.0025,0.0640,0.0994,-0.0123,0.0164,1.0373,-0.0021,0.0085,0.6845,0.000049,0.000098,,,,,
4534,39,escaped,72.4,-53.8,-53.8,-0.0000,44.9978,0.1381,-0.0057,0.2527,0.8818,-0.0022,0.2640,0.9390,0.000049,0.000098,,,,,
4535,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4536,14,escaped,111.7,-51.3,-51.3,-0.0002,0.0960,0.1355,-0.0060,0.0431,0.9212,-0.0008,0.0300,0.7989,0.000049,0.000098,,,,,
4537,21,escaped,96.7,-52.0,-52.0,0.0000,10.6426,0.0674,-0.0005,0.2022,0.8493,0.0009,0.1450,0.5757,0.000049,0.000098,,,,,
4538,15,escaped,110.6,-51.4,-51.4,-0.0000,0.2445,0.0998,0.0015,0.0527,0.9232,-0.0059,0.0302,0.8139,0.000049,0.000098,,,,,
4539,10,escaped,108.1,-50.9,-50.9,-0.0001,0.0633,0.1258,-0.0003,0.0817,0.9348,-0.0106,0.0566,0.7615,0.000049,0.000098,,,,,
4540,2,escaped,100.9,-50.1,-50.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4541,23,escaped,115.8,-52.2,-52.2,-0.0000,1.2037,0.0652,-0.0011,0.0519,0.9765,0.0015,0.1435,0.7135,0.000049,0.000098,,,,,
4542,14,escaped,103.7,-51.3,-51.3,0.0000,0.0784,0.0396,-0.0068,0.0480,0.9195,0.0001,0.0362,0.8326,0.000049,0.000098,,,,,
4543,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4544,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4545,57,escaped,108.4,-55.6,-55.6,-0.0001,1.3796,0.0446,-0.0001,0.2397,0.9849,-0.0022,0.3347,0.7951,0.000049,0.000098,,,,,
4546,9,escaped,103.2,-50.8,-50.8,-0.0001,0.0162,0.0756,0.0005,0.0581,0.9558,0.0015,0.0437,0.7392,0.000049,0.000098,,,,,
4547,26,escaped,106.5,-52.5,-52.5,-0.0016,0.1803,0.1493,-0.0055,0.1083,0.9567,-0.0012,0.0970,0.8002,0.000049,0.000098,,,,,
4548,11,escaped,109.0,-51.0,-51.0,-0.0000,0.0369,0.0858,-0.0038,0.0351,0.9392,-0.0029,0.0340,0.7846,0.000049,0.000098,,,,,
4549,13,escaped,110.8,-51.2,-51.2,-0.0002,0.0659,0.0882,-0.0041,0.0330,0.9436,-0.0061,0.0197,0.7876,0.000049,0.000098,,,,,
4550,16,escaped,111.5,-51.5,-51.5,0.0000,0.3543,0.0373,0.0011,0.0514,0.9400,-0.0063,0.0266,0.8218,0.000049,0.000098,,,,,
4551,12,escaped,107.9,-51.1,-51.1,-0.0014,0.0333,0.1728,-0.0032,0.0338,0.9393,-0.0015,0.0161,0.7432,0.000049,0.000098,,,,,
4552,6,caught,-95.5,49.5,99.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4553,13,escaped,108.8,-51.2,-51.2,-0.0041,1.0782,0.0816,-0.0012,0.0310,1.0132,-0.0082,0.0675,0.6761,0.000049,0.000098,,,,,
4554,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4555,17,caught,-104.9,98.4,48.4,-0.0000,322.9837,0.1451,-0.0070,285.1103,0.9099,0.0011,75.1873,0.8212,0.000049,0.000098,,,,,
4556,59,escaped,96.2,-55.8,-55.8,-0.0000,10.8668,0.0277,0.0004,0.5079,0.8859,0.0008,0.5339,0.8157,0.000049,0.000098,,,,,
4557,11,caught,-91.0,49.0,99.0,-0.0018,425.1840,0.2744,0.0014,117.1503,0.9621,-0.0002,148.2860,0.7585,0.000049,0.000098,,,,,
4558,54,escaped,95.7,-55.3,-55.3,-0.0001,1.0575,0.2260,-0.0009,0.5485,0.9585,-0.0006,0.6142,0.6317,0.000049,0.000098,,,,,
4559,55,escaped,102.6,-55.4,-55.4,-0.0005,1.3533,0.2466,-0.0014,0.5300,0.9822,0.0006,0.5823,0.6446,0.000049,0.000098,,,,,
4560,11,escaped,107.0,-51.0,-51.0,-0.0002,0.0309,0.0679,-0.0053,0.0442,0.9139,-0.0034,0.0324,0.7480,0.000049,0.000098,,,,,
4561,11,escaped,103.0,-51.0,-51.0,-0.0000,0.0806,0.0403,-0.0036,0.0550,0.9061,-0.0076,0.0347,0.7370,0.000049,0.000098,,,,,
4562,19,escaped,116.2,-51.8,-51.8,-0.0001,0.2032,0.1368,0.0014,0.0881,0.9893,-0.0053,0.0618,0.7704,0.000049,0.000098,,,,,
4563,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4564,15,escaped,104.6,-51.4,-51.4,-0.0019,0.0577,0.0650,-0.0021,0.0466,0.9037,-0.0006,0.0312,0.6803,0.000049,0.000098,,,,,
4565,4,escaped,102.7,-50.3,-50.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4566,55,escaped,78.7,-55.4,-55.4,0.0004,25.6056,0.2323,-0.0009,0.6265,0.9839,0.0001,0.5881,0.6263,0.000049,0.000098,,,,,
4567,7,caught,-98.6,49.4,99.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4568,9,escaped,101.2,-50.8,-50.8,-0.0002,0.0276,0.0708,-0.0005,0.0672,0.9237,-0.0026,0.0396,0.6629,0.000049,0.000098,,,,,
4569,62,escaped,104.9,-56.1,-56.1,-0.0000,1.4237,0.0246,0.0005,0.5330,0.9965,-0.0007,0.5105,0.7979,0.000049,0.000098,,,,,
4570,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4571,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4572,12,escaped,105.9,-51.1,-51.1,-0.0029,0.0395,0.1440,-0.0018,0.0428,0.9673,-0.0056,0.0269,0.6747,0.000049,0.000098,,,,,
4573,3,caught,-98.2,99.8,49.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4574,6,caught,-95.5,49.5,99.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4575,18,escaped,113.3,-51.7,-51.7,-0.0003,0.8824,0.1275,-0.0019,0.0544,0.9210,-0.0044,0.0427,0.6379,0.000049,0.000098,,,,,
4576,60,caught,-111.5,44.1,94.1,0.0002,103.7915,0.1042,-0.0012,21.9851,0.8903,0.0001,24.4546,0.6568,0.000049,0.000098,,,,,
4577,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4578,58,escaped,99.3,-55.7,-55.7,-0.0000,1.2628,0.0177,0.0006,0.4626,0.8748,0.0018,0.4738,0.6677,0.000049,0.000098,,,,,
4579,23,escaped,102.5,-52.2,-52.2,-0.0003,13.8839,0.0969,-0.0024,0.0696,0.9449,-0.0008,0.0619,0.5902,0.000049,0.000098,,,,,
4580,22,escaped,118.9,-52.1,-52.1,-0.0016,0.4170,0.1429,-0.0045,0.0591,0.9443,-0.0007,0.0563,0.6886,0.000049,0.000098,,,,,
4581,8,caught,-107.0,49.3,99.3,-0.0002,719.1123,0.1545,-0.0077,165.0844,0.8154,-0.0033,641.4441,0.6878,0.000049,0.000098,,,,,
4582,12,escaped,107.9,-51.1,-51.1,-0.0041,1.6342,0.1806,-0.0031,0.0208,0.9037,-0.0042,0.0187,0.6075,0.000049,0.000098,,,,,
4583,17,escaped,104.4,-51.6,-51.6,-0.0011,0.1081,0.0752,-0.0030,72.1493,0.7811,-0.0023,72.7442,0.5257,0.000049,0.000098,,,,,
4584,11,escaped,109.0,-51.0,-51.0,-0.0006,0.0546,0.1545,-0.0010,0.0921,0.8088,0.0005,0.1248,0.5617,0.000049,0.000098,,,,,
4585,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4586,18,escaped,111.3,-51.7,-51.7,-0.0007,2.8753,0.0969,-0.0005,0.0211,0.8701,-0.0014,10.2573,0.6065,0.000049,0.000098,,,,,
4587,3,caught,-98.2,49.8,99.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4588,10,escaped,108.1,-50.9,-50.9,-0.0044,0.0276,0.1603,-0.0026,0.0571,0.8282,-0.0046,0.0511,0.5535,0.000049,0.000098,,,,,
4589,4,caught,-99.3,99.7,49.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4590,2,caught,-99.1,99.9,49.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4591,38,caught,-108.8,46.3,96.3,-0.0009,511.7503,0.0953,0.0009,33.0577,0.8199,-0.0127,157.4023,0.5634,0.000049,0.000098,,,,,
4592,53,escaped,98.8,-55.2,-55.2,-0.0000,0.9749,0.2695,-0.0002,0.6041,0.9144,-0.0002,0.5893,0.5091,0.000049,0.000098,,,,,
4593,13,escaped,108.8,-51.2,-51.2,-0.0049,0.0920,0.1049,-0.0020,0.0288,0.8971,-0.0023,0.3790,0.6123,0.000049,0.000098,,,,,
4594,20,caught,-96.9,48.1,98.1,0.0001,273.3216,0.1429,-0.0030,63.0984,0.8212,0.0008,69.2273,0.5800,0.000049,0.000098,,,,,
4595,22,escaped,114.9,-52.1,-52.1,-0.0007,0.1907,0.1187,-0.0032,0.3012,0.9670,-0.0053,0.0485,0.6537,0.000049,0.000098,,,,,
4596,54,escaped,109.7,-55.3,-55.3,0.0003,1.1416,0.1660,-0.0033,0.5467,0.9648,-0.0035,0.5177,0.5218,0.000049,0.000098,,,,,
4597,14,escaped,98.4,-51.3,-51.3,0.0003,9.6739,0.2118,-0.0073,0.7402,0.9640,-0.0005,0.0528,0.5773,0.000049,0.000098,,,,,
4598,15,escaped,112.6,-51.4,-51.4,-0.0004,0.0277,0.0881,-0.0027,0.0366,0.8107,-0.0014,0.0439,0.5334,0.000049,0.000098,,,,,
4599,13,escaped,108.8,-51.2,-51.2,-0.0003,0.0392,0.1187,0.0000,0.0256,1.0102,-0.0017,0.0336,0.6259,0.000049,0.000098,,,,,
4600,9,escaped,107.2,-50.8,-50.8,-0.0000,0.0326,0.0579,0.0007,0.0523,0.8871,-0.0057,0.0606,0.5092,0.000049,0.000098,,,,,
4601,5,caught,-98.4,49.6,99.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4602,8,escaped,106.3,-50.7,-50.7,-0.0006,0.0649,0.1614,-0.0118,0.0374,0.9649,0.0004,0.0368,0.4981,0.000049,0.000098,,,,,
4603,1,caught,-100.0,100.0,50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4604,16,escaped,111.5,-51.5,-51.5,-0.0016,0.0365,0.0886,-0.0011,0.0274,1.0397,-0.0012,0.0067,0.5836,0.000049,0.000098,,,,,
4605,11,escaped,109.0,-51.0,-51.0,-0.0010,0.0102,0.0623,-0.0110,0.0400,0.9021,-0.0026,0.0347,0.5054,0.000049,0.000098,,,,,
4606,9,escaped,101.2,-50.8,-50.8,0.0002,0.0747,0.0459,0.0097,0.0452,0.9415,-0.0135,0.0344,0.5172,0.000049,0.000098,,,,,
4607,12,escaped,109.9,-51.1,-51.1,-0.0000,0.0210,0.1025,-0.0020,0.0090,1.0472,-0.0091,0.0013,0.5325,0.000049,0.000098,,,,,
4608,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4609,54,escaped,103.7,-55.3,-55.3,-0.0002,1.3554,0.2893,-0.0022,0.5770,1.0457,-0.0017,0.6298,0.3338,0.000049,0.000098,,,,,
4610,3,caught,-98.2,49.8,99.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4611,10,caught,-91.9,49.1,99.1,-0.0191,455.7511,0.0422,-0.0016,128.3561,0.9979,-0.0015,135.3414,0.5959,0.000049,0.000098,,,,,
4612,4,caught,-97.3,49.7,99.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4613,12,escaped,101.9,-51.1,-51.1,-0.0017,0.0871,0.1368,0.0100,0.2398,0.9899,-0.0013,2.4717,0.4334,0.000049,0.000098,,,,,
4614,27,escaped,104.1,-52.6,-52.6,-0.0001,123.7690,0.0817,-0.0033,0.1847,0.9769,0.0015,41.2690,0.5414,0.000049,0.000098,,,,,
4615,12,escaped,105.9,-51.1,-51.1,-0.0021,0.0351,0.1530,-0.0083,0.0101,0.9877,-0.0054,0.0086,0.3836,0.000049,0.000098,,,,,
4616,103,escaped,98.2,-60.2,-60.2,0.0040,58.3122,0.3216,0.0195,16.7467,0.9887,-0.0027,19.2275,0.3057,0.000049,0.000098,,,,,
4617,8,escaped,106.3,-50.7,-50.7,-0.0000,0.0240,0.0617,-0.0001,54.8405,0.8854,0.0048,14.8089,0.4513,0.000049,0.000098,,,,,
4618,13,escaped,106.8,-51.2,-51.2,-0.0025,0.0177,0.1149,-0.0124,7.4023,0.8855,-0.0028,1.4084,0.4965,0.000049,0.000098,,,,,
4619,54,escaped,97.7,-55.3,-55.3,-0.0004,1.0364,0.3183,-0.0017,0.5364,0.9182,-0.0000,0.6466,0.2227,0.000049,0.000098,,,,,
4620,7,escaped,103.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4621,3,caught,-98.2,99.8,49.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4622,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4623,22,escaped,108.9,-52.1,-52.1,0.0003,0.1999,0.0941,-0.0066,0.1233,0.8824,-0.0007,0.0896,0.4804,0.000049,0.000098,,,,,
4624,50,trap,-49.9,-5.0,-5.0,-0.0000,29.6018,0.2417,0.0007,0.4596,0.8900,-0.0004,0.4783,0.2666,0.000049,0.000098,,,,,
4625,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4626,13,escaped,110.8,-51.2,-51.2,-0.0000,0.0219,0.0774,-0.0110,0.1067,0.8821,-0.0011,0.0362,0.3486,0.000049,0.000098,,,,,
4627,51,escaped,98.4,-55.0,-55.0,-0.0001,12.6132,0.0712,-0.0012,17.4602,0.8942,-0.0006,5.4158,0.3224,0.000049,0.000098,,,,,
4628,14,escaped,107.7,-51.3,-51.3,-0.0001,0.0749,0.0803,0.0006,0.1087,0.8950,-0.0013,0.0674,0.3575,0.000049,0.000098,,,,,
4629,13,caught,-97.2,98.8,48.8,-0.0000,567.4623,0.0454,0.0032,396.1351,0.7464,0.0001,99.1000,0.5059,0.000049,0.000098,,,,,
4630,5,trap,-46.4,-0.5,-0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4631,12,escaped,104.6,-51.1,-51.1,-0.0002,1.1061,0.0926,-0.0016,0.1117,0.8345,-0.0006,0.0248,0.5204,0.000049,0.000098,,,,,
4632,16,escaped,113.5,-51.5,-51.5,-0.0006,0.0604,0.1965,-0.0031,0.0603,0.8681,-0.0037,0.0153,0.4801,0.000049,0.000098,,,,,
4633,16,escaped,107.5,-51.5,-51.5,-0.0008,0.1296,0.0889,0.0006,0.0740,0.8113,-0.0010,0.1377,0.3188,0.000049,0.000098,,,,,
4634,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4635,8,escaped,104.3,-50.7,-50.7,-0.0000,0.1405,0.0481,-0.0020,0.0736,0.8277,-0.0064,0.0435,0.5053,0.000049,0.000098,,,,,
4636,8,escaped,106.3,-50.7,-50.7,-0.0043,0.0063,0.1413,0.0013,0.0636,0.8263,-0.0138,0.0432,0.5219,0.000049,0.000098,,,,,
4637,21,escaped,110.0,-52.0,-52.0,-0.0004,0.0960,0.0978,0.0006,0.0784,0.8169,0.0013,0.1118,0.4441,0.000049,0.000098,,,,,
4638,22,escaped,114.9,-52.1,-52.1,-0.0006,0.8617,0.1707,-0.0028,0.0728,0.9412,-0.0050,0.0452,0.5608,0.000049,0.000098,,,,,
4639,5,caught,-100.4,99.6,49.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4640,54,escaped,89.1,-55.3,-55.3,-0.0000,10.6139,0.0424,0.0007,0.5363,0.9493,0.0002,0.6166,0.3215,0.000049,0.000098,,,,,
4641,60,escaped,69.2,-55.9,-55.9,-0.0001,34.8497,0.2076,-0.0016,0.5869,0.9508,0.0001,0.6628,0.2878,0.000049,0.000098,,,,,
4642,17,escaped,101.1,-51.6,-51.6,0.0001,16.1769,0.2932,-0.0011,0.0316,0.9515,0.0000,0.0150,0.4125,0.000049,0.000098,,,,,
4643,111,escaped,73.1,-61.0,-61.0,-0.0081,19.6950,0.2214,0.0070,0.7493,0.9570,0.0049,0.7837,0.3104,0.000049,0.000098,,,,,
4644,15,escaped,110.6,-51.4,-51.4,-0.0042,0.0287,0.1298,-0.0050,0.0760,0.8268,-0.0019,0.0508,0.7599,0.000049,0.000098,,,,,
4645,14,escaped,100.4,-51.3,-51.3,-0.0003,4.6914,0.1226,-0.0000,0.0767,0.8180,-0.0007,0.0674,0.7886,0.000049,0.000098,,,,,
4646,9,caught,-92.8,49.2,99.2,-0.0001,633.2735,0.1241,0.0053,145.2401,0.8941,0.0008,569.1524,0.7560,0.000049,0.000098,,,,,
4647,13,escaped,104.8,-51.2,-51.2,-0.0036,0.0905,0.2022,-0.0005,0.0756,0.8504,-0.0005,0.0596,0.7016,0.000049,0.000098,,,,,
4648,8,escaped,106.3,-50.7,-50.7,0.0001,1.0053,0.1255,-0.0079,0.0863,0.8724,-0.0022,0.0809,0.5602,0.000049,0.000098,,,,,
4649,20,escaped,109.1,-51.9,-51.9,-0.0016,0.3850,0.1368,-0.0088,0.0677,0.9464,0.0004,0.0636,0.4327,0.000049,0.000098,,,,,
4650,30,escaped,88.2,-52.9,-52.9,0.0001,16.3097,0.0616,-0.0001,3.3976,0.4813,-0.0032,0.9793,0.2121,0.000049,0.000098,,,,,
4651,10,escaped,108.1,-50.9,-50.9,-0.0075,0.0164,0.3183,0.0014,0.0392,0.9692,-0.0038,0.0281,0.3852,0.000049,0.000098,,,,,
4652,13,escaped,110.8,-51.2,-51.2,-0.0005,0.3078,0.1958,-0.0048,0.0202,0.9809,0.0016,0.0345,0.4294,0.000049,0.000098,,,,,
4653,22,escaped,110.9,-52.1,-52.1,0.0001,0.4025,0.0509,-0.0021,0.0748,0.8463,-0.0014,0.0800,0.9085,0.000049,0.000098,,,,,
4654,14,escaped,111.7,-51.3,-51.3,-0.0011,0.0433,0.2403,-0.0081,0.0110,0.9659,-0.0041,0.0176,0.5144,0.000049,0.000098,,,,,
4655,15,escaped,108.6,-51.4,-51.4,-0.0001,0.0816,0.0980,0.0012,0.0234,0.9607,-0.0101,0.0277,0.4703,0.000049,0.000098,,,,,
4656,18,escaped,115.3,-51.7,-51.7,-0.0000,0.0920,0.1884,-0.0014,0.0164,0.9737,-0.0086,0.0156,0.5293,0.000049,0.000098,,,,,
4657,12,escaped,109.9,-51.1,-51.1,-0.0003,0.0406,0.0865,-0.0009,0.0088,0.9720,-0.0014,0.0110,0.4178,0.000049,0.000098,,,,,
4658,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4659,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4660,4,caught,-97.3,49.7,99.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4661,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4662,11,escaped,105.0,-51.0,-51.0,-0.0000,0.0685,0.0615,0.0016,0.0644,0.8574,0.0057,0.0357,0.6947,0.000049,0.000098,,,,,
4663,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000049,0.000098,,,,,
4664,11,escaped,105.0,-51.0,-51.0,-0.0001,0.0259,0.0664,-0.0054,0.0584,0.8566,-0.0024,0.0354,0.6845,0.000049,0.000098,,,,,
4665,17,caught,-93.6,98.4,48.4,0.0022,277.3574,0.1980,-0.0022,280.2626,0.9773,-0.0009,74.8980,0.4618,0.000049,0.000098,,,,,
4666,13,escaped,108.8,-51.2,-51.2,-0.0005,0.1267,0.0674,-0.0042,0.3825,0.9399,-0.0053,0.0323,0.3533,0.000049,0.000098,,,,,
4667,19,escaped,116.2,-51.8,-51.8,-0.0016,0.1708,0.1602,-0.0073,0.0203,0.9461,-0.0035,0.0168,0.4680,0.000049,0.000098,,,,,
4668,56,escaped,103.5,-55.5,-55.5,-0.0008,1.0669,0.2225,0.0007,0.6405,0.8912,0.0005,0.6197,0.2434,0.000049,0.000098,,,,,
4669,8,caught,-93.7,49.3,99.3,-0.0000,753.8150,0.0277,-0.0056,165.1596,0.9416,0.0005,201.9236,0.6249,0.000049,0.000098,,,,,
4670,16,escaped,107.5,-51.5,-51.5,0.0002,0.8791,0.0827,-0.0024,0.0196,0.8731,-0.0007,0.0140,0.3560,0.000049,0.000098,,,,,
