episode,ep_reward,ep_length,reached_goal,pg_loss,vf_loss,entropy,clip_frac,lr,ent_coef,eval_avg_reward,eval_success_rate
1,74.9,102,1,0.0045,52.7530,1.6094,0.000,0.000300,0.01999,,
2,-46.6,200,0,0.0081,8.5581,1.6092,0.000,0.000300,0.01999,,
3,-69.3,200,0,0.0532,15.0052,1.6084,0.000,0.000300,0.01998,,
4,-52.3,200,0,0.0347,9.4938,1.6073,0.000,0.000300,0.01997,,
5,-55.8,200,0,0.0371,8.5201,1.6047,0.000,0.000300,0.01997,,
6,-62.9,200,0,0.0348,9.9231,1.6025,0.000,0.000299,0.01996,,
7,58.1,166,1,-0.0091,44.9371,1.5976,0.000,0.000299,0.01996,,
8,-63.1,200,0,-0.0197,8.3627,1.5844,0.045,0.000299,0.01995,,
9,52.5,132,1,0.0184,51.5585,1.5368,0.000,0.000299,0.01994,,
10,71.1,121,1,-0.0020,62.2178,1.5515,0.000,0.000299,0.01994,,
11,34.9,149,1,0.0040,47.9056,1.4578,0.004,0.000299,0.01993,,
12,87.5,72,1,-0.2208,209.5389,1.5335,0.000,0.000299,0.01992,,
13,96.6,9,1,-0.0051,663.1351,1.4286,0.000,0.000299,0.01992,,
14,46.8,112,1,-0.0058,77.1020,1.3997,0.000,0.000299,0.01991,,
15,104.7,29,1,0.0029,220.9662,1.5395,0.000,0.000299,0.01990,,
16,-58.6,200,0,0.0231,14.6440,1.4348,0.000,0.000299,0.01990,,
17,90.5,60,1,0.0003,107.6620,1.4593,0.000,0.000298,0.01989,,
18,101.2,48,1,0.0002,141.5117,1.4633,0.000,0.000298,0.01989,,
19,50.0,139,1,0.0294,56.4007,1.3713,0.000,0.000298,0.01988,,
20,105.1,20,1,-0.0067,326.7965,1.4753,0.000,0.000298,0.01987,,
21,-6.8,174,1,0.0102,86.4839,1.2886,0.000,0.000298,0.01987,,
22,104.5,6,1,0.0000,0.0000,0.0000,0.000,0.000298,0.01986,,
23,62.2,73,1,-0.0431,136.8061,1.2774,0.000,0.000298,0.01985,,
24,-127.8,200,0,0.0197,40.5766,1.3036,0.016,0.000298,0.01985,,
25,95.2,46,1,0.0014,150.1843,1.3922,0.000,0.000298,0.01984,,
26,55.7,85,1,0.0343,105.0680,1.3113,0.000,0.000298,0.01984,,
27,98.0,32,1,-0.0060,213.4228,1.4762,0.000,0.000298,0.01983,,
28,69.6,62,1,0.0015,119.1262,1.3257,0.000,0.000297,0.01982,,
29,103.3,15,1,-0.0003,465.3274,1.3883,0.000,0.000297,0.01982,,
30,-117.1,200,0,0.0679,33.1118,1.2941,0.000,0.000297,0.01981,,
31,-111.6,200,0,0.0428,27.4708,1.3053,0.034,0.000297,0.01980,,
32,69.3,100,1,0.0103,66.9552,1.4392,0.000,0.000297,0.01980,,
33,6.6,169,1,0.0152,64.6714,1.3530,0.000,0.000297,0.01979,,
34,23.0,176,1,-0.0107,61.3233,1.3587,0.019,0.000297,0.01978,,
35,104.1,10,1,0.0071,680.3915,1.4552,0.000,0.000297,0.01978,,
36,59.3,86,1,-0.0173,124.4935,1.3261,0.000,0.000297,0.01977,,
37,65.9,122,1,-0.0022,72.2095,1.3249,0.000,0.000297,0.01977,,
38,-115.1,200,0,0.0155,30.5800,1.2460,0.004,0.000297,0.01976,,
39,65.7,88,1,-0.0232,96.4213,1.2410,0.077,0.000296,0.01975,,
40,72.6,52,1,-0.0047,149.2097,1.2704,0.000,0.000296,0.01975,,
41,-86.5,200,0,-0.0075,11.3906,1.2455,0.023,0.000296,0.01974,,
42,101.7,14,1,-0.0090,575.1416,1.2105,0.000,0.000296,0.01973,,
43,5.5,167,1,0.0024,63.3328,1.1840,0.009,0.000296,0.01973,,
44,-137.2,200,0,0.0021,31.5994,1.2340,0.047,0.000296,0.01972,,
45,104.6,52,1,0.0014,180.3594,1.3291,0.000,0.000296,0.01971,,
46,105.4,7,1,0.0000,0.0000,0.0000,0.000,0.000296,0.01971,,
47,61.8,94,1,-0.0398,133.0387,1.2999,0.000,0.000296,0.01970,,
48,34.7,164,1,-0.0188,63.3134,1.3434,0.127,0.000296,0.01970,,
49,-28.6,200,0,-0.0028,10.3501,1.3908,0.152,0.000296,0.01969,,
50,62.4,200,1,0.0048,52.8313,1.3137,0.072,0.000295,0.01968,-214.6,0.00
51,77.6,76,1,-0.0196,134.9046,1.2510,0.000,0.000295,0.01968,,
52,9.8,140,1,-0.0962,137.7743,1.2110,0.000,0.000295,0.01967,,
53,96.4,37,1,0.0027,216.9450,1.2403,0.000,0.000295,0.01966,,
54,99.2,9,1,0.0018,854.1522,1.2049,0.000,0.000295,0.01966,,
55,103.5,16,1,-0.0003,465.2369,1.2129,0.000,0.000295,0.01965,,
56,105.2,29,1,-0.0002,266.8630,1.2547,0.000,0.000295,0.01965,,
57,94.1,50,1,-0.0004,160.9500,1.2366,0.000,0.000295,0.01964,,
58,102.5,6,1,0.0000,0.0000,0.0000,0.000,0.000295,0.01963,,
59,97.0,8,1,-0.0025,932.2514,1.1931,0.000,0.000295,0.01963,,
60,99.4,27,1,0.0002,268.6824,1.2575,0.000,0.000295,0.01962,,
61,86.7,64,1,-0.0002,114.0703,1.2574,0.000,0.000295,0.01961,,
62,100.9,2,1,0.0000,0.0000,0.0000,0.000,0.000294,0.01961,,
63,98.9,2,1,0.0000,0.0000,0.0000,0.000,0.000294,0.01960,,
64,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000294,0.01959,,
65,60.3,102,1,-0.0341,109.5339,1.2074,0.000,0.000294,0.01959,,
66,98.4,37,1,0.0039,190.1530,1.2547,0.000,0.000294,0.01958,,
67,63.6,62,1,-0.0002,112.4060,1.2328,0.000,0.000294,0.01958,,
68,76.9,39,1,0.0005,168.2603,1.2262,0.000,0.000294,0.01957,,
69,87.4,61,1,-0.0006,118.3675,1.2854,0.000,0.000294,0.01956,,
70,-139.2,200,0,-0.0166,42.9227,1.2240,0.000,0.000294,0.01956,,
71,87.8,20,1,-0.0008,302.6989,1.2500,0.000,0.000294,0.01955,,
72,96.3,28,1,0.0010,268.1141,1.3098,0.000,0.000294,0.01954,,
73,95.0,25,1,0.0006,286.3753,1.3315,0.000,0.000293,0.01954,,
74,102.2,56,1,0.0003,115.6646,1.3107,0.000,0.000293,0.01953,,
75,99.0,45,1,0.0011,162.5352,1.3205,0.000,0.000293,0.01953,,
76,79.3,69,1,-0.0076,119.0966,1.2935,0.000,0.000293,0.01952,,
77,98.2,59,1,0.0003,117.1367,1.3325,0.000,0.000293,0.01951,,
78,96.6,15,1,0.0012,434.5812,1.3562,0.000,0.000293,0.01951,,
79,29.5,110,1,0.0000,104.1115,1.2487,0.000,0.000293,0.01950,,
80,56.4,102,1,0.0016,72.0220,1.3168,0.000,0.000293,0.01949,,
81,87.3,72,1,0.0531,58.2368,1.3282,0.000,0.000293,0.01949,,
82,101.3,18,1,0.0004,349.4795,1.3711,0.000,0.000293,0.01948,,
83,80.3,73,1,-0.0102,115.6576,1.3348,0.000,0.000293,0.01947,,
84,-19.8,184,1,-0.0011,81.3773,1.2752,0.000,0.000292,0.01947,,
85,98.9,42,1,0.0001,152.9311,1.3460,0.000,0.000292,0.01946,,
86,68.3,62,1,-0.0006,107.9768,1.3080,0.000,0.000292,0.01946,,
87,51.2,123,1,-0.0008,60.0806,1.3263,0.000,0.000292,0.01945,,
88,67.1,100,1,0.0158,59.9453,1.3094,0.000,0.000292,0.01944,,
89,87.6,25,1,0.0002,221.8687,1.3140,0.000,0.000292,0.01944,,
90,-125.9,200,0,0.0146,42.2231,1.2886,0.000,0.000292,0.01943,,
91,16.5,194,1,-0.0070,47.8641,1.2928,0.000,0.000292,0.01942,,
92,98.5,26,1,0.0027,270.5299,1.3507,0.000,0.000292,0.01942,,
93,90.0,72,1,-0.0573,151.6814,1.3562,0.000,0.000292,0.01941,,
94,103.0,11,1,0.0008,632.0550,1.3629,0.000,0.000292,0.01940,,
95,77.1,114,1,0.0036,52.6139,1.3335,0.000,0.000291,0.01940,,
96,97.2,26,1,0.0004,227.7792,1.3837,0.000,0.000291,0.01939,,
97,-102.5,200,0,0.0464,32.3711,1.3112,0.000,0.000291,0.01939,,
98,80.6,103,1,0.0053,63.5960,1.3428,0.000,0.000291,0.01938,,
99,75.5,90,1,0.0379,61.0623,1.3108,0.000,0.000291,0.01937,,
100,92.2,200,1,-0.0004,181.4596,1.2804,0.000,0.000291,0.01937,-213.6,0.00
101,86.7,75,1,-0.0343,122.4461,1.2932,0.000,0.000291,0.01936,,
102,81.1,88,1,-0.0215,84.5871,1.2840,0.000,0.000291,0.01935,,
103,67.3,72,1,-0.1356,233.6893,1.2430,0.000,0.000291,0.01935,,
104,-89.8,200,0,-0.0187,22.9358,1.2279,0.000,0.000291,0.01934,,
105,98.2,19,1,-0.0028,337.6492,1.2312,0.000,0.000291,0.01934,,
106,106.2,19,1,-0.0014,370.9229,1.2496,0.000,0.000290,0.01933,,
107,1.8,185,1,-0.0042,59.3513,1.1884,0.000,0.000290,0.01932,,
108,77.4,84,1,-0.0185,110.7254,1.1852,0.000,0.000290,0.01932,,
109,16.6,189,1,-0.0014,56.3150,1.1678,0.000,0.000290,0.01931,,
110,69.0,68,1,0.0176,111.7707,1.2209,0.000,0.000290,0.01930,,
111,95.4,27,1,0.0003,210.3895,1.2989,0.000,0.000290,0.01930,,
112,70.1,67,1,0.0031,98.5766,1.2243,0.000,0.000290,0.01929,,
113,104.0,35,1,0.0006,182.2270,1.2754,0.000,0.000290,0.01928,,
114,73.0,65,1,0.0026,100.6841,1.2700,0.000,0.000290,0.01928,,
115,89.6,56,1,0.0001,105.1848,1.2982,0.000,0.000290,0.01927,,
116,-131.2,200,0,-0.0017,37.0070,1.2386,0.000,0.000290,0.01927,,
117,-77.3,200,0,0.0425,16.6051,1.2377,0.000,0.000289,0.01926,,
118,54.9,136,1,-0.1176,147.6251,1.2254,0.033,0.000289,0.01925,,
119,64.4,54,1,0.0002,125.3927,1.2390,0.000,0.000289,0.01925,,
120,69.3,89,1,0.0193,58.4707,1.2681,0.000,0.000289,0.01924,,
121,87.7,14,1,-0.0018,392.5184,1.2599,0.000,0.000289,0.01923,,
122,67.8,80,1,0.0181,113.3007,1.2705,0.000,0.000289,0.01923,,
123,-110.6,200,0,0.0521,34.7304,1.2533,0.000,0.000289,0.01922,,
124,80.5,40,1,-0.0022,165.1174,1.3086,0.000,0.000289,0.01921,,
125,-113.9,200,0,-0.0331,30.9205,1.2461,0.008,0.000289,0.01921,,
126,-99.9,200,0,-0.0236,15.9786,1.2424,0.002,0.000289,0.01920,,
127,92.3,39,1,0.0015,182.9552,1.2818,0.000,0.000289,0.01920,,
128,-95.9,200,0,-0.0027,20.5596,1.1954,0.426,0.000288,0.01919,,
129,104.5,23,1,-0.0009,380.5826,1.2129,0.000,0.000288,0.01918,,
130,6.6,186,1,-0.0026,55.0880,1.1315,0.000,0.000288,0.01918,,
131,58.3,133,1,0.0046,75.7672,1.1919,0.000,0.000288,0.01917,,
132,-92.6,200,0,-0.0222,16.7842,1.2100,0.084,0.000288,0.01916,,
133,97.2,26,1,0.0007,342.7263,1.2929,0.000,0.000288,0.01916,,
134,-97.2,200,0,0.0084,17.5043,1.2367,0.000,0.000288,0.01915,,
135,-79.1,200,0,-0.0280,13.3763,1.2876,0.332,0.000288,0.01914,,
136,64.5,134,1,0.0087,64.9327,1.3051,0.000,0.000288,0.01914,,
137,61.0,165,1,-0.0036,58.6064,1.3094,0.002,0.000288,0.01913,,
138,91.4,27,1,-0.0001,337.9366,1.2946,0.000,0.000288,0.01913,,
139,86.2,53,1,-0.0011,174.7091,1.2689,0.000,0.000287,0.01912,,
140,104.6,35,1,-0.0018,280.4433,1.2923,0.000,0.000287,0.01911,,
141,99.2,43,1,-0.0008,181.5233,1.2895,0.000,0.000287,0.01911,,
142,62.2,90,1,-0.0083,97.0274,1.2438,0.000,0.000287,0.01910,,
143,95.5,73,1,0.0627,87.3746,1.2364,0.000,0.000287,0.01909,,
144,48.0,123,1,0.0020,67.8398,1.2284,0.000,0.000287,0.01909,,
145,87.1,34,1,-0.0009,195.3329,1.2367,0.000,0.000287,0.01908,,
146,108.9,39,1,0.0005,253.8825,1.2340,0.000,0.000287,0.01908,,
147,-101.9,200,0,0.0350,18.7889,1.1952,0.027,0.000287,0.01907,,
148,105.5,16,1,-0.0018,431.9845,1.2769,0.000,0.000287,0.01906,,
149,-84.6,200,0,0.0050,21.2343,1.2418,0.019,0.000287,0.01906,,
150,94.5,200,1,-0.1094,187.4055,1.2627,0.000,0.000286,0.01905,-180.6,0.10
151,64.7,84,1,-0.0616,112.9060,1.2548,0.000,0.000286,0.01904,,
152,72.9,96,1,-0.0071,85.9632,1.2695,0.000,0.000286,0.01904,,
153,75.5,84,1,-0.0204,100.7276,1.2756,0.000,0.000286,0.01903,,
154,93.7,51,1,0.0005,123.2481,1.3254,0.000,0.000286,0.01902,,
155,82.1,64,1,0.0011,109.5761,1.3114,0.000,0.000286,0.01902,,
156,-95.3,200,0,0.0237,21.1476,1.2748,0.000,0.000286,0.01901,,
157,81.4,87,1,0.0259,71.8274,1.2960,0.000,0.000286,0.01901,,
158,81.2,49,1,-0.0009,164.0850,1.2827,0.000,0.000286,0.01900,,
159,76.3,79,1,0.0610,72.3370,1.3099,0.000,0.000286,0.01899,,
160,73.2,66,1,0.0266,104.0948,1.2802,0.000,0.000286,0.01899,,
161,81.1,71,1,-0.0183,117.8705,1.2900,0.000,0.000286,0.01898,,
162,100.4,37,1,0.0010,176.5251,1.2914,0.000,0.000285,0.01897,,
163,90.5,46,1,0.0013,138.1585,1.3170,0.000,0.000285,0.01897,,
164,99.4,7,1,0.0000,0.0000,0.0000,0.000,0.000285,0.01896,,
165,91.5,30,1,0.0029,230.8342,1.3218,0.000,0.000285,0.01895,,
166,77.6,82,1,-0.0375,88.5040,1.3088,0.000,0.000285,0.01895,,
167,95.3,18,1,0.0022,342.2459,1.3577,0.000,0.000285,0.01894,,
168,101.3,32,1,0.0020,220.2565,1.3285,0.000,0.000285,0.01894,,
169,5.7,176,1,-0.0074,64.9454,1.3314,0.000,0.000285,0.01893,,
170,90.0,46,1,-0.0022,123.3420,1.4029,0.000,0.000285,0.01892,,
171,79.3,92,1,0.0198,71.9164,1.3265,0.000,0.000285,0.01892,,
172,90.7,58,1,0.0005,108.4796,1.3750,0.000,0.000285,0.01891,,
173,-77.9,200,0,0.0431,14.9200,1.3148,0.000,0.000284,0.01890,,
174,56.9,130,1,-0.0027,61.6417,1.3301,0.000,0.000284,0.01890,,
175,93.2,71,1,-0.0147,89.6087,1.3604,0.000,0.000284,0.01889,,
176,104.0,55,1,0.0001,115.1292,1.3436,0.000,0.000284,0.01889,,
177,81.7,88,1,-0.0425,98.3532,1.3624,0.000,0.000284,0.01888,,
178,98.9,73,1,-0.0499,125.4432,1.3520,0.000,0.000284,0.01887,,
179,91.0,36,1,0.0030,153.4232,1.4178,0.000,0.000284,0.01887,,
180,81.2,54,1,0.0003,102.2519,1.4147,0.000,0.000284,0.01886,,
181,65.0,119,1,0.0044,50.9521,1.3512,0.000,0.000284,0.01885,,
182,81.0,96,1,0.0021,70.1559,1.3936,0.000,0.000284,0.01885,,
183,-70.5,200,0,-0.0227,14.6664,1.3716,0.001,0.000284,0.01884,,
184,65.3,100,1,0.0126,58.4426,1.4037,0.000,0.000283,0.01883,,
185,96.6,77,1,-0.0940,124.9431,1.4118,0.000,0.000283,0.01883,,
186,-103.7,200,0,-0.0254,22.8702,1.3435,0.010,0.000283,0.01882,,
187,95.8,43,1,-0.0028,168.1016,1.3236,0.000,0.000283,0.01882,,
188,-89.2,200,0,0.0209,17.5534,1.3220,0.000,0.000283,0.01881,,
189,41.1,165,1,-0.0168,62.1863,1.3328,0.007,0.000283,0.01880,,
190,103.4,55,1,-0.0019,149.6259,1.3037,0.000,0.000283,0.01880,,
191,-59.9,200,0,0.0028,15.2099,1.2841,0.306,0.000283,0.01879,,
192,103.6,19,1,-0.0003,352.1569,1.3416,0.000,0.000283,0.01878,,
193,104.4,68,1,-0.0133,133.6262,1.3165,0.000,0.000283,0.01878,,
194,93.5,87,1,0.0113,77.0881,1.3200,0.000,0.000283,0.01877,,
195,95.7,14,1,-0.0006,417.2341,1.3329,0.000,0.000282,0.01877,,
196,105.0,31,1,-0.0009,240.5177,1.3278,0.000,0.000282,0.01876,,
197,91.9,49,1,0.0003,126.6890,1.3031,0.000,0.000282,0.01875,,
198,66.4,151,1,-0.0049,57.9080,1.2829,0.003,0.000282,0.01875,,
199,-92.5,200,0,-0.0417,28.2235,1.2901,0.031,0.000282,0.01874,,
200,89.3,200,1,-0.0100,95.5765,1.3022,0.000,0.000282,0.01873,-213.2,0.00
201,-133.3,200,0,-0.0388,34.3379,1.1682,0.000,0.000282,0.01873,,
202,58.7,135,1,-0.0019,53.7681,1.3341,0.018,0.000282,0.01872,,
203,105.1,20,1,-0.0007,314.8048,1.4242,0.000,0.000282,0.01871,,
204,88.1,70,1,-0.0193,94.8868,1.3890,0.000,0.000282,0.01871,,
205,100.5,6,1,0.0000,0.0000,0.0000,0.000,0.000282,0.01870,,
206,81.5,90,1,0.0029,101.9012,1.3796,0.000,0.000281,0.01870,,
207,83.8,134,1,-0.0063,58.1926,1.3917,0.000,0.000281,0.01869,,
208,-43.2,200,0,-0.0027,10.0795,1.3719,0.120,0.000281,0.01868,,
209,-97.3,200,0,0.0019,27.7316,1.2380,0.000,0.000281,0.01868,,
210,-101.9,200,0,-0.0351,23.5037,1.2523,0.044,0.000281,0.01867,,
211,90.9,76,1,-0.0439,117.3073,1.3502,0.000,0.000281,0.01866,,
212,96.6,75,1,0.0568,69.7054,1.3340,0.000,0.000281,0.01866,,
213,90.4,17,1,-0.0000,346.8240,1.3260,0.000,0.000281,0.01865,,
214,99.2,6,1,0.0000,0.0000,0.0000,0.000,0.000281,0.01864,,
215,101.7,14,1,0.0010,483.4064,1.3556,0.000,0.000281,0.01864,,
216,100.5,23,1,0.0020,281.1493,1.3580,0.000,0.000281,0.01863,,
217,45.4,158,1,0.0004,47.0244,1.3774,0.000,0.000280,0.01863,,
218,-61.3,200,0,-0.0681,15.5784,1.3608,0.034,0.000280,0.01862,,
219,73.8,134,1,-0.0016,62.8075,1.3649,0.000,0.000280,0.01861,,
220,89.2,89,1,-0.0100,88.6697,1.3788,0.000,0.000280,0.01861,,
221,-88.6,200,0,-0.0267,21.4462,1.3459,0.000,0.000280,0.01860,,
222,83.7,71,1,-0.0020,100.0306,1.3691,0.000,0.000280,0.01859,,
223,98.6,55,1,0.0004,116.9421,1.3835,0.000,0.000280,0.01859,,
224,93.7,31,1,0.0009,192.3112,1.3855,0.000,0.000280,0.01858,,
225,97.3,35,1,0.0010,168.9439,1.4416,0.000,0.000280,0.01858,,
226,-83.3,200,0,0.0065,20.2665,1.3676,0.000,0.000280,0.01857,,
227,-92.6,200,0,-0.0044,20.0783,1.3830,0.002,0.000280,0.01856,,
228,110.4,54,1,0.0003,151.1338,1.3887,0.000,0.000279,0.01856,,
229,47.7,194,1,-0.0014,46.2983,1.3689,0.000,0.000279,0.01855,,
230,-101.3,200,0,-0.0213,18.7310,1.3210,0.063,0.000279,0.01854,,
231,85.1,80,1,0.0123,71.0664,1.3232,0.000,0.000279,0.01854,,
232,59.4,129,1,0.0008,61.5062,1.3318,0.000,0.000279,0.01853,,
233,40.1,164,1,-0.0075,46.7850,1.2991,0.000,0.000279,0.01852,,
234,73.5,133,1,-0.0033,64.0721,1.2902,0.000,0.000279,0.01852,,
235,75.2,46,1,0.0006,135.6738,1.3177,0.000,0.000279,0.01851,,
236,-75.3,200,0,-0.0159,14.9318,1.3219,0.000,0.000279,0.01851,,
237,106.8,13,1,0.0015,559.2768,1.3396,0.000,0.000279,0.01850,,
238,100.2,39,1,-0.0002,202.2324,1.3463,0.000,0.000279,0.01849,,
239,69.5,87,1,0.0398,55.8034,1.3191,0.000,0.000278,0.01849,,
240,97.8,97,1,0.0084,76.3523,1.3366,0.000,0.000278,0.01848,,
241,98.4,31,1,0.0003,209.6627,1.3297,0.000,0.000278,0.01847,,
242,56.2,133,1,0.0018,56.0029,1.3443,0.000,0.000278,0.01847,,
243,102.3,45,1,0.0009,144.4067,1.3176,0.000,0.000278,0.01846,,
244,-88.6,200,0,-0.0250,16.4618,1.3120,0.000,0.000278,0.01845,,
245,91.7,94,1,0.0080,64.8612,1.3357,0.000,0.000278,0.01845,,
246,93.8,23,1,-0.0002,236.8752,1.3658,0.000,0.000278,0.01844,,
247,54.4,114,1,-0.0001,55.4089,1.3230,0.000,0.000278,0.01844,,
248,51.8,117,1,-0.0110,70.2992,1.3029,0.000,0.000278,0.01843,,
249,100.0,18,1,0.0007,312.6581,1.3539,0.000,0.000278,0.01842,,
250,99.1,200,1,0.0011,170.3054,1.3658,0.000,0.000277,0.01842,-211.2,0.00
251,97.1,40,1,0.0013,156.3402,1.3286,0.000,0.000277,0.01841,,
252,103.5,13,1,0.0033,457.3882,1.3422,0.000,0.000277,0.01840,,
253,66.8,107,1,0.0136,67.9892,1.3070,0.000,0.000277,0.01840,,
254,88.5,34,1,0.0010,164.0288,1.3787,0.000,0.000277,0.01839,,
255,83.1,74,1,0.0341,52.3464,1.3973,0.000,0.000277,0.01838,,
256,36.1,141,1,0.0205,48.2500,1.3733,0.000,0.000277,0.01838,,
257,85.3,69,1,-0.0098,84.5230,1.3856,0.000,0.000277,0.01837,,
258,63.1,108,1,-0.0140,67.2517,1.3652,0.000,0.000277,0.01837,,
259,-96.5,200,0,0.0328,17.1301,1.3399,0.000,0.000277,0.01836,,
260,97.9,49,1,-0.0002,134.6199,1.3804,0.000,0.000277,0.01835,,
261,79.1,100,1,-0.0297,77.1545,1.3563,0.000,0.000277,0.01835,,
262,98.0,52,1,0.0003,127.1759,1.3691,0.000,0.000276,0.01834,,
263,95.0,82,1,0.0549,53.0505,1.4169,0.000,0.000276,0.01833,,
264,37.2,169,1,0.0060,42.2151,1.3753,0.000,0.000276,0.01833,,
265,52.4,188,1,-0.0058,36.8881,1.3804,0.000,0.000276,0.01832,,
266,42.8,110,1,-0.0049,75.2754,1.3625,0.000,0.000276,0.01832,,
267,100.6,15,1,-0.0000,385.4609,1.4063,0.000,0.000276,0.01831,,
268,100.7,4,1,0.0000,0.0000,0.0000,0.000,0.000276,0.01830,,
269,81.0,31,1,0.0004,181.4738,1.3610,0.000,0.000276,0.01830,,
270,70.6,149,1,0.0140,36.3986,1.3591,0.000,0.000276,0.01829,,
271,105.2,9,1,0.0031,579.2145,1.4642,0.000,0.000276,0.01828,,
272,67.4,75,1,-0.0289,107.1559,1.3376,0.000,0.000276,0.01828,,
273,81.9,83,1,0.0430,50.2041,1.3668,0.000,0.000275,0.01827,,
274,90.7,38,1,0.0015,153.1477,1.3374,0.000,0.000275,0.01826,,
275,96.5,6,1,0.0000,0.0000,0.0000,0.000,0.000275,0.01826,,
276,55.6,150,1,0.0183,38.5532,1.4090,0.000,0.000275,0.01825,,
277,93.1,34,1,0.0002,144.7421,1.4732,0.000,0.000275,0.01825,,
278,-95.8,200,0,-0.0401,21.2872,1.3388,0.000,0.000275,0.01824,,
279,67.1,119,1,-0.0053,60.1634,1.3253,0.000,0.000275,0.01823,,
280,72.8,78,1,0.0645,49.8272,1.3128,0.000,0.000275,0.01823,,
281,97.9,23,1,0.0010,231.4630,1.4164,0.000,0.000275,0.01822,,
282,95.0,42,1,0.0022,127.1541,1.4484,0.000,0.000275,0.01821,,
283,102.5,23,1,0.0026,236.9237,1.3914,0.000,0.000275,0.01821,,
284,89.2,60,1,0.0024,98.3761,1.3875,0.000,0.000274,0.01820,,
285,32.1,158,1,-0.0040,48.7257,1.3588,0.000,0.000274,0.01819,,
286,78.5,99,1,-0.0269,83.0592,1.4415,0.000,0.000274,0.01819,,
287,83.5,87,1,0.0029,64.6713,1.3494,0.000,0.000274,0.01818,,
288,-89.1,200,0,-0.0793,18.8388,1.3664,0.000,0.000274,0.01818,,
289,100.4,28,1,-0.0009,190.8974,1.4860,0.000,0.000274,0.01817,,
290,89.8,108,1,-0.0075,62.2583,1.4389,0.000,0.000274,0.01816,,
291,99.7,62,1,0.0015,95.2594,1.4551,0.000,0.000274,0.01816,,
292,96.3,73,1,0.0854,58.7117,1.4379,0.000,0.000274,0.01815,,
293,42.4,158,1,0.0192,55.9796,1.4924,0.000,0.000274,0.01814,,
294,-63.5,200,0,0.0227,11.7485,1.4535,0.000,0.000274,0.01814,,
295,58.9,175,1,-0.0032,39.3490,1.4555,0.000,0.000273,0.01813,,
296,-85.1,200,0,-0.0349,19.5447,1.4180,0.000,0.000273,0.01813,,
297,-69.8,200,0,-0.0445,12.4380,1.3917,0.001,0.000273,0.01812,,
298,-101.9,200,0,0.0295,14.0351,1.2979,0.072,0.000273,0.01811,,
299,-102.6,200,0,-0.0237,20.3594,1.2753,0.118,0.000273,0.01811,,
300,96.1,200,1,0.0009,252.8825,1.3280,0.000,0.000273,0.01810,-69.0,0.10
301,95.5,36,1,0.0003,215.2281,1.3320,0.000,0.000273,0.01809,,
302,43.1,177,1,-0.0109,46.9983,1.2797,0.141,0.000273,0.01809,,
303,61.1,154,1,0.0017,49.4080,1.3363,0.000,0.000273,0.01808,,
304,61.1,188,1,0.0004,44.2488,1.3212,0.000,0.000273,0.01807,,
305,-97.8,200,0,-0.0183,23.8261,1.2748,0.051,0.000273,0.01807,,
306,54.1,138,1,0.0222,45.0324,1.3068,0.051,0.000272,0.01806,,
307,52.2,130,1,0.0038,67.3406,1.2726,0.000,0.000272,0.01806,,
308,93.6,45,1,-0.0004,166.4046,1.3404,0.000,0.000272,0.01805,,
309,77.8,100,1,0.0054,74.6197,1.2963,0.000,0.000272,0.01804,,
310,-103.8,200,0,-0.0243,24.8524,1.2750,0.000,0.000272,0.01804,,
311,-62.5,200,0,0.0063,16.1379,1.2721,0.001,0.000272,0.01803,,
312,-71.2,200,0,0.0191,15.2936,1.2594,0.344,0.000272,0.01802,,
313,99.7,11,1,-0.0011,593.4946,1.3141,0.000,0.000272,0.01802,,
314,99.3,55,1,0.0006,164.0212,1.2723,0.000,0.000272,0.01801,,
315,98.1,47,1,0.0001,193.8244,1.2741,0.000,0.000272,0.01801,,
316,76.3,122,1,0.0019,70.0458,1.3074,0.000,0.000272,0.01800,,
317,100.1,7,1,0.0000,0.0000,0.0000,0.000,0.000271,0.01799,,
318,71.9,143,1,-0.0153,58.9710,1.3243,0.000,0.000271,0.01799,,
319,79.8,108,1,0.0027,57.7122,1.3091,0.000,0.000271,0.01798,,
320,68.6,126,1,-0.0000,57.0134,1.3200,0.000,0.000271,0.01797,,
321,45.9,146,1,0.0442,45.9865,1.2811,0.000,0.000271,0.01797,,
322,87.3,117,1,0.0039,49.5815,1.3476,0.000,0.000271,0.01796,,
323,-86.5,200,0,0.0118,16.1546,1.3283,0.000,0.000271,0.01795,,
324,-117.2,200,0,0.0119,20.6157,1.2360,0.008,0.000271,0.01795,,
325,89.9,72,1,-0.0523,152.9693,1.2432,0.000,0.000271,0.01794,,
326,99.8,57,1,0.0000,123.6264,1.3293,0.000,0.000271,0.01794,,
327,-71.9,200,0,0.0291,12.9985,1.2436,0.075,0.000271,0.01793,,
328,100.2,19,1,-0.0006,400.0455,1.3411,0.000,0.000270,0.01792,,
329,78.3,79,1,0.0442,62.6307,1.3077,0.000,0.000270,0.01792,,
330,99.7,74,1,-0.1112,179.8946,1.3212,0.000,0.000270,0.01791,,
331,102.7,61,1,0.0003,144.3069,1.3192,0.000,0.000270,0.01790,,
332,62.5,100,1,0.0037,77.8039,1.2963,0.000,0.000270,0.01790,,
333,79.0,68,1,-0.0036,111.0245,1.3310,0.000,0.000270,0.01789,,
