episode,ep_reward,ep_length,reached_goal,pg_loss,vf_loss,entropy,clip_frac,lr,ent_coef,eval_avg_reward,eval_success_rate
2268,91.3,75,1,-0.0610,17.4437,1.0975,0.000,0.000096,0.00564,,
2269,98.5,26,1,-0.0064,104.5293,1.0452,0.000,0.000096,0.00563,,
2270,107.8,63,1,-0.0003,28.8824,1.0860,0.000,0.000096,0.00562,,
2271,107.3,18,1,-0.0003,53.2605,1.0202,0.000,0.000096,0.00562,,
2272,96.7,24,1,0.0024,75.9516,1.1239,0.000,0.000096,0.00561,,
2273,99.2,49,1,-0.0002,20.6640,1.0737,0.000,0.000095,0.00560,,
2274,101.6,62,1,-0.0009,17.5965,1.0610,0.000,0.000095,0.00560,,
2275,110.8,33,1,-0.0001,45.9164,1.0400,0.000,0.000095,0.00559,,
2276,95.8,43,1,-0.0002,21.3016,1.0818,0.000,0.000095,0.00559,,
2277,61.3,115,1,-0.0030,33.0558,1.1304,0.000,0.000095,0.00558,,
2278,-8.4,125,1,-0.0036,92.6616,1.0971,0.000,0.000095,0.00557,,
2279,16.0,181,1,-0.0026,33.7456,1.1788,0.000,0.000095,0.00557,,
2280,100.1,10,1,0.0002,79.6698,1.0267,0.000,0.000095,0.00556,,
2281,104.0,41,1,-0.0000,22.0363,1.0820,0.000,0.000095,0.00555,,
2282,97.2,69,1,-0.0020,71.9135,1.0463,0.000,0.000095,0.00555,,
2283,89.9,69,1,0.0346,12.1872,1.0634,0.000,0.000095,0.00554,,
2284,111.7,31,1,-0.0005,60.4332,1.0078,0.000,0.000094,0.00553,,
2285,82.3,68,1,0.0062,21.2787,1.1176,0.000,0.000094,0.00553,,
2286,98.7,24,1,-0.0003,36.0219,1.0715,0.000,0.000094,0.00552,,
2287,96.7,44,1,-0.0003,27.8261,1.0646,0.000,0.000094,0.00552,,
2288,95.7,91,1,0.0132,14.4081,1.0815,0.000,0.000094,0.00551,,
2289,89.6,45,1,0.0005,29.4412,1.1035,0.000,0.000094,0.00550,,
2290,92.0,78,1,-0.1031,62.0327,1.0837,0.000,0.000094,0.00550,,
2291,102.7,64,1,-0.0009,17.6901,1.0937,0.000,0.000094,0.00549,,
2292,96.3,48,1,-0.0012,59.5115,1.0875,0.000,0.000094,0.00548,,
2293,90.4,77,1,-0.0023,18.2941,1.1291,0.000,0.000094,0.00548,,
2294,101.7,14,1,-0.0003,56.8329,1.0324,0.000,0.000094,0.00547,,
2295,70.8,133,1,0.0031,17.4396,1.1487,0.000,0.000093,0.00547,,
2296,-126.0,200,0,0.0093,65.9988,1.0673,0.000,0.000093,0.00546,,
2297,105.8,63,1,0.0001,23.7697,1.0813,0.000,0.000093,0.00545,,
2298,102.1,10,1,-0.0001,80.4307,1.0893,0.000,0.000093,0.00545,,
2299,92.8,70,1,-0.0079,30.8145,1.1153,0.000,0.000093,0.00544,,
2300,104.6,200,1,-0.0003,25.7135,1.0734,0.000,0.000093,0.00543,-155.0,0.00
2301,72.8,113,1,0.0004,16.8743,1.1016,0.000,0.000093,0.00543,,
2302,106.2,19,1,-0.0004,48.7842,1.0090,0.000,0.000093,0.00542,,
2303,99.3,18,1,-0.0006,46.6747,1.0321,0.000,0.000093,0.00541,,
2304,105.4,27,1,-0.0004,33.7117,1.0230,0.000,0.000093,0.00541,,
2305,97.6,25,1,0.0001,37.0517,1.1008,0.000,0.000093,0.00540,,
2306,91.3,78,1,0.0586,9.8503,1.0847,0.000,0.000092,0.00540,,
2307,105.1,20,1,0.0001,61.2620,1.0148,0.000,0.000092,0.00539,,
2308,-5.4,155,1,-0.0012,91.1232,1.0671,0.000,0.000092,0.00538,,
2309,104.8,13,1,-0.0002,63.9694,0.9756,0.000,0.000092,0.00538,,
2310,74.5,126,1,-0.0012,14.3942,1.1242,0.000,0.000092,0.00537,,
2311,103.0,11,1,-0.0003,73.2127,0.9962,0.000,0.000092,0.00536,,
2312,101.8,3,1,0.0000,0.0000,0.0000,0.000,0.000092,0.00536,,
2313,102.7,41,1,-0.0010,24.9239,1.0362,0.000,0.000092,0.00535,,
2314,100.0,41,1,-0.0008,20.7128,1.0535,0.000,0.000092,0.00534,,
2315,95.6,45,1,-0.0003,18.2996,1.0692,0.000,0.000092,0.00534,,
2316,100.6,35,1,0.0001,29.7661,1.0823,0.000,0.000092,0.00533,,
2317,97.4,47,1,-0.0007,67.5009,1.1332,0.000,0.000091,0.00533,,
2318,104.2,56,1,-0.0004,18.9731,1.0503,0.000,0.000091,0.00532,,
2319,107.8,23,1,0.0002,46.8558,1.0448,0.000,0.000091,0.00531,,
2320,105.0,11,1,0.0004,72.6607,0.9525,0.000,0.000091,0.00531,,
2321,104.3,28,1,0.0002,33.7612,1.0493,0.000,0.000091,0.00530,,
2322,94.5,106,1,-0.0102,12.7133,1.0724,0.000,0.000091,0.00529,,
2323,90.3,28,1,0.0008,33.4667,1.1038,0.000,0.000091,0.00529,,
2324,101.9,52,1,-0.0006,76.2012,0.9972,0.000,0.000091,0.00528,,
2325,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000091,0.00528,,
2326,92.4,77,1,-0.0805,21.2988,1.0666,0.000,0.000091,0.00527,,
2327,54.7,104,1,-0.0109,45.7561,1.1506,0.000,0.000091,0.00526,,
2328,103.8,23,1,0.0002,35.3656,1.0470,0.000,0.000090,0.00526,,
2329,96.2,39,1,-0.0015,73.8345,1.0660,0.000,0.000090,0.00525,,
2330,100.9,22,1,-0.0004,35.1252,1.0896,0.000,0.000090,0.00524,,
2331,68.4,94,1,-0.0008,36.2580,1.1452,0.000,0.000090,0.00524,,
2332,86.2,59,1,0.0001,21.9151,1.0680,0.000,0.000090,0.00523,,
2333,106.5,46,1,-0.0002,35.9379,0.9771,0.000,0.000090,0.00522,,
2334,106.2,19,1,-0.0002,59.3249,0.9607,0.000,0.000090,0.00522,,
2335,98.0,21,1,-0.0002,38.1980,1.0493,0.000,0.000090,0.00521,,
2336,110.6,15,1,-0.0003,87.5405,0.9476,0.000,0.000090,0.00521,,
2337,58.7,138,1,0.0338,18.6668,1.1311,0.000,0.000090,0.00520,,
2338,70.2,99,1,0.0108,14.5725,1.1242,0.000,0.000090,0.00519,,
2339,101.2,29,1,0.0002,27.7578,1.0193,0.000,0.000089,0.00519,,
2340,96.7,24,1,-0.0000,91.7380,1.1275,0.000,0.000089,0.00518,,
2341,101.6,85,1,0.0144,17.9583,1.0667,0.000,0.000089,0.00517,,
2342,99.0,11,1,-0.0004,67.2114,1.0740,0.000,0.000089,0.00517,,
2343,99.6,45,1,-0.0005,19.0819,1.0708,0.000,0.000089,0.00516,,
2344,106.8,13,1,-0.0000,68.8339,0.9102,0.000,0.000089,0.00515,,
2345,63.7,174,1,-0.0095,45.4009,1.0817,0.000,0.000089,0.00515,,
2346,82.5,66,1,-0.0043,17.9150,1.0756,0.000,0.000089,0.00514,,
2347,112.6,15,1,-0.0001,86.4950,0.9330,0.000,0.000089,0.00514,,
2348,58.0,141,1,0.0321,21.4115,1.1317,0.000,0.000089,0.00513,,
2349,100.8,33,1,-0.0005,24.2339,1.0424,0.000,0.000089,0.00512,,
2350,100.4,200,1,0.0002,43.8597,1.0124,0.000,0.000089,0.00512,-57.0,0.00
2351,105.2,9,1,0.0001,84.4706,0.9412,0.000,0.000088,0.00511,,
2352,82.8,73,1,-0.2184,44.0454,1.0065,0.000,0.000088,0.00510,,
2353,96.6,72,1,0.0599,12.4273,1.0994,0.000,0.000088,0.00510,,
2354,104.1,10,1,-0.0002,186.3540,1.0124,0.000,0.000088,0.00509,,
2355,103.1,40,1,0.0003,77.8468,1.0725,0.000,0.000088,0.00509,,
2356,94.0,61,1,-0.0011,17.7930,1.1253,0.000,0.000088,0.00508,,
2357,89.1,60,1,-0.0001,15.4806,1.1219,0.000,0.000088,0.00507,,
2358,98.8,33,1,-0.0002,26.7776,1.0734,0.000,0.000088,0.00507,,
2359,83.8,63,1,-0.0008,45.8030,1.1452,0.000,0.000088,0.00506,,
2360,89.8,63,1,-0.0007,69.1953,1.1073,0.000,0.000088,0.00505,,
2361,103.2,29,1,0.0002,28.0666,1.0288,0.000,0.000088,0.00505,,
2362,79.2,29,1,-0.0005,89.8354,0.9629,0.000,0.000087,0.00504,,
2363,100.1,30,1,-0.0002,30.5675,1.0839,0.000,0.000087,0.00503,,
2364,109.6,25,1,-0.0005,40.8601,0.9936,0.000,0.000087,0.00503,,
2365,-45.3,200,0,-0.0049,6.8269,1.1117,0.000,0.000087,0.00502,,
2366,85.1,57,1,0.0006,47.7117,1.1521,0.000,0.000087,0.00502,,
2367,96.9,42,1,-0.0003,70.0926,1.1105,0.000,0.000087,0.00501,,
2368,111.1,20,1,-0.0002,63.4472,0.9706,0.000,0.000087,0.00500,,
2369,101.8,3,1,0.0000,0.0000,0.0000,0.000,0.000087,0.00500,,
2370,102.5,6,1,0.0000,0.0000,0.0000,0.000,0.000087,0.00499,,
2371,89.5,96,1,0.0175,10.6860,1.1042,0.000,0.000087,0.00498,,
2372,101.0,68,1,-0.0107,16.1570,1.0724,0.000,0.000087,0.00498,,
2373,110.9,22,1,0.0006,69.6284,1.0264,0.000,0.000086,0.00497,,
2374,104.4,57,1,-0.0001,18.5144,1.0810,0.000,0.000086,0.00496,,
2375,110.1,30,1,0.0002,46.6016,1.0448,0.000,0.000086,0.00496,,
2376,99.8,23,1,0.0001,32.5578,1.0402,0.000,0.000086,0.00495,,
2377,77.4,87,1,0.0302,16.3215,1.0932,0.000,0.000086,0.00495,,
2378,67.9,112,1,-0.0010,21.4444,1.1486,0.000,0.000086,0.00494,,
2379,112.5,26,1,-0.0004,59.9146,1.0217,0.000,0.000086,0.00493,,
2380,100.9,2,1,0.0000,0.0000,0.0000,0.000,0.000086,0.00493,,
2381,58.2,119,1,0.0010,20.5293,1.1687,0.000,0.000086,0.00492,,
2382,92.2,96,1,-0.0122,15.6836,1.0783,0.000,0.000086,0.00491,,
2383,75.1,60,1,-0.0005,73.8846,1.0543,0.000,0.000086,0.00491,,
2384,92.9,102,1,0.0050,10.4943,1.0747,0.000,0.000085,0.00490,,
2385,110.1,30,1,-0.0009,60.1293,1.0226,0.000,0.000085,0.00490,,
2386,102.5,46,1,-0.0000,44.5341,1.1575,0.000,0.000085,0.00489,,
2387,84.8,113,1,0.0080,7.8593,1.1272,0.000,0.000085,0.00488,,
2388,108.0,41,1,0.0001,39.2790,1.0140,0.000,0.000085,0.00488,,
2389,106.6,35,1,-0.0006,36.6078,1.0835,0.000,0.000085,0.00487,,
2390,88.4,77,1,-0.0267,33.4568,1.1551,0.000,0.000085,0.00486,,
2391,99.2,9,1,0.0017,186.7624,1.1762,0.000,0.000085,0.00486,,
2392,99.4,27,1,0.0004,39.6717,1.1138,0.000,0.000085,0.00485,,
2393,101.9,52,1,0.0003,36.5641,1.1164,0.000,0.000085,0.00484,,
2394,69.8,103,1,-0.0042,30.1056,1.1235,0.000,0.000085,0.00484,,
2395,93.1,40,1,0.0013,151.6963,1.0510,0.000,0.000084,0.00483,,
2396,104.8,13,1,-0.0002,74.6327,1.0503,0.000,0.000084,0.00483,,
2397,92.1,90,1,-0.0225,12.6151,1.0507,0.000,0.000084,0.00482,,
2398,92.4,77,1,0.0138,17.4650,1.1009,0.000,0.000084,0.00481,,
2399,95.9,92,1,0.0167,11.8565,1.0814,0.000,0.000084,0.00481,,
2400,103.5,200,1,0.0001,22.7346,1.0957,0.000,0.000084,0.00480,-55.2,0.00
2401,102.1,10,1,-0.0002,161.0628,1.1068,0.000,0.000084,0.00479,,
2402,105.1,40,1,-0.0001,27.2396,1.0583,0.000,0.000084,0.00479,,
2403,100.3,48,1,-0.0003,15.7924,1.1278,0.000,0.000084,0.00478,,
2404,47.5,116,1,-0.0004,73.9684,1.0784,0.000,0.000084,0.00477,,
2405,103.2,9,1,-0.0000,78.2691,1.0182,0.000,0.000084,0.00477,,
2406,101.8,3,1,0.0000,0.0000,0.0000,0.000,0.000083,0.00476,,
2407,100.4,17,1,-0.0017,158.4748,1.0632,0.000,0.000083,0.00476,,
2408,102.5,46,1,-0.0006,37.7787,1.1311,0.000,0.000083,0.00475,,
2409,93.4,67,1,-0.0008,13.4230,1.0872,0.000,0.000083,0.00474,,
2410,101.8,63,1,-0.0001,13.5006,1.0993,0.000,0.000083,0.00474,,
2411,108.3,28,1,-0.0003,32.2823,1.0357,0.000,0.000083,0.00473,,
2412,110.2,19,1,0.0005,62.4804,1.0070,0.000,0.000083,0.00472,,
2413,87.4,104,1,0.0031,10.6601,1.0986,0.000,0.000083,0.00472,,
2414,104.1,30,1,-0.0001,29.2891,1.1047,0.000,0.000083,0.00471,,
2415,99.4,47,1,-0.0004,20.8482,1.0715,0.000,0.000083,0.00470,,
2416,99.8,60,1,-0.0000,13.7906,1.0890,0.000,0.000083,0.00470,,
2417,109.8,23,1,-0.0001,41.4004,1.0423,0.000,0.000082,0.00469,,
2418,100.2,19,1,0.0000,37.8462,1.0619,0.000,0.000082,0.00469,,
2419,99.1,20,1,0.0002,80.4035,1.1711,0.000,0.000082,0.00468,,
2420,66.3,148,1,0.0215,16.7150,1.1779,0.000,0.000082,0.00467,,
2421,93.4,67,1,0.0005,12.7772,1.1145,0.000,0.000082,0.00467,,
2422,108.2,39,1,0.0003,38.3147,1.0887,0.000,0.000082,0.00466,,
2423,89.7,94,1,-0.0066,28.5504,1.1498,0.000,0.000082,0.00465,,
2424,81.6,85,1,-0.0450,17.2453,1.0971,0.000,0.000082,0.00465,,
2425,47.0,151,1,0.0278,22.1266,1.1774,0.000,0.000082,0.00464,,
2426,96.9,42,1,-0.0005,24.9793,1.1184,0.000,0.000082,0.00464,,
2427,102.2,19,1,0.0002,36.6395,1.0784,0.000,0.000082,0.00463,,
2428,102.9,42,1,-0.0001,21.0114,1.0753,0.000,0.000081,0.00462,,
2429,109.5,36,1,-0.0001,26.6590,1.0640,0.000,0.000081,0.00462,,
2430,93.1,40,1,-0.0001,18.6013,1.0703,0.000,0.000081,0.00461,,
2431,96.2,56,1,-0.0002,14.6768,1.1202,0.000,0.000081,0.00460,,
2432,109.0,25,1,-0.0002,40.8127,1.0167,0.000,0.000081,0.00460,,
2433,99.6,22,1,-0.0010,31.6903,1.1290,0.000,0.000081,0.00459,,
2434,60.4,157,1,0.0034,19.4712,1.1879,0.000,0.000081,0.00458,,
2435,79.9,92,1,-0.0008,71.6604,1.0791,0.000,0.000081,0.00458,,
2436,106.8,33,1,-0.0002,30.6780,1.0560,0.000,0.000081,0.00457,,
2437,52.1,150,1,-0.0046,18.5105,1.1892,0.000,0.000081,0.00457,,
2438,92.2,99,1,0.0040,51.1265,1.0866,0.000,0.000081,0.00456,,
2439,103.1,40,1,0.0003,20.5731,1.0206,0.000,0.000080,0.00455,,
2440,91.9,69,1,-0.0173,33.1842,1.1494,0.000,0.000080,0.00455,,
2441,71.8,103,1,-0.0327,22.8987,1.1795,0.000,0.000080,0.00454,,
2442,102.3,8,1,-0.0008,84.3944,0.9812,0.000,0.000080,0.00453,,
2443,73.9,152,1,-0.0160,13.1400,1.0555,0.000,0.000080,0.00453,,
2444,101.4,47,1,-0.0001,17.2977,1.0733,0.000,0.000080,0.00452,,
2445,96.2,39,1,-0.0003,20.8000,1.0872,0.000,0.000080,0.00452,,
2446,103.1,20,1,-0.0000,35.5938,1.0035,0.000,0.000080,0.00451,,
2447,96.7,44,1,-0.0001,16.9597,1.0996,0.000,0.000080,0.00450,,
2448,88.3,148,1,0.0226,6.6806,1.0956,0.000,0.000080,0.00450,,
2449,77.5,190,1,-0.0042,7.5447,1.0519,0.000,0.000080,0.00449,,
2450,90.6,200,1,-0.0024,34.9524,1.1240,0.000,0.000080,0.00448,-138.2,0.00
2451,97.2,29,1,0.0001,24.9460,1.1123,0.000,0.000079,0.00448,,
2452,94.8,53,1,-0.0004,17.0613,1.0860,0.000,0.000079,0.00447,,
2453,102.5,26,1,-0.0012,27.9096,1.0442,0.000,0.000079,0.00446,,
2454,99.1,40,1,0.0007,51.2259,1.0984,0.000,0.000079,0.00446,,
2455,86.6,135,1,-0.0088,13.5303,1.0914,0.000,0.000079,0.00445,,
2456,99.3,58,1,0.0008,13.1009,1.0887,0.000,0.000079,0.00445,,
2457,100.2,39,1,-0.0002,18.7763,1.0912,0.000,0.000079,0.00444,,
2458,105.7,14,1,-0.0002,55.5587,1.0133,0.000,0.000079,0.00443,,
2459,94.5,66,1,0.0148,14.7310,1.1327,0.000,0.000079,0.00443,,
2460,97.1,20,1,-0.0007,136.6581,1.0663,0.000,0.000079,0.00442,,
2461,98.6,15,1,-0.0003,112.0771,1.1744,0.000,0.000079,0.00441,,
2462,75.2,129,1,0.0035,14.4639,1.1647,0.000,0.000078,0.00441,,
2463,105.5,16,1,0.0003,47.9147,1.0449,0.000,0.000078,0.00440,,
2464,76.5,123,1,-0.0077,11.0822,1.1587,0.000,0.000078,0.00439,,
2465,109.1,20,1,0.0002,54.5380,0.9934,0.000,0.000078,0.00439,,
2466,108.2,19,1,0.0016,63.8521,0.9666,0.000,0.000078,0.00438,,
2467,81.2,69,1,0.0280,43.0407,1.1367,0.000,0.000078,0.00438,,
2468,66.5,126,1,0.0017,13.7777,1.0751,0.000,0.000078,0.00437,,
2469,97.8,43,1,-0.0000,22.0494,1.0439,0.000,0.000078,0.00436,,
2470,101.5,16,1,-0.0000,41.3619,1.0628,0.000,0.000078,0.00436,,
2471,100.9,2,1,0.0000,0.0000,0.0000,0.000,0.000078,0.00435,,
2472,104.3,8,1,0.0005,208.4567,1.0011,0.000,0.000078,0.00434,,
2473,89.3,58,1,-0.0007,24.9832,1.1270,0.000,0.000077,0.00434,,
2474,98.8,33,1,-0.0005,20.9757,1.0914,0.000,0.000077,0.00433,,
2475,102.1,10,1,0.0007,65.0728,1.0146,0.000,0.000077,0.00433,,
2476,87.2,69,1,0.0482,56.6848,1.0978,0.000,0.000077,0.00432,,
2477,101.8,23,1,-0.0002,29.7859,1.0068,0.000,0.000077,0.00431,,
2478,100.7,24,1,0.0002,44.3072,1.0361,0.000,0.000077,0.00431,,
2479,63.4,84,1,0.0497,51.2854,1.0789,0.000,0.000077,0.00430,,
2480,88.6,72,1,0.0022,17.4272,1.0335,0.000,0.000077,0.00429,,
2481,100.7,44,1,-0.0009,70.3070,1.0864,0.000,0.000077,0.00429,,
2482,103.4,24,1,-0.0002,29.2149,1.0574,0.000,0.000077,0.00428,,
2483,84.8,93,1,-0.0327,26.1586,1.0681,0.000,0.000077,0.00427,,
2484,77.3,118,1,0.0042,21.0054,1.0808,0.000,0.000076,0.00427,,
2485,81.3,115,1,0.0057,12.4170,1.0361,0.000,0.000076,0.00426,,
2486,92.4,94,1,-0.0158,10.7393,1.0497,0.000,0.000076,0.00426,,
2487,99.7,54,1,-0.0007,14.7242,1.0673,0.000,0.000076,0.00425,,
2488,100.0,21,1,0.0004,47.0815,0.9514,0.000,0.000076,0.00424,,
2489,67.0,151,1,-0.0070,8.9166,1.0589,0.000,0.000076,0.00424,,
2490,100.1,30,1,-0.0002,25.7719,1.0804,0.000,0.000076,0.00423,,
2491,100.2,56,1,-0.0002,17.7836,1.0487,0.000,0.000076,0.00422,,
2492,76.7,104,1,-0.0118,11.8726,1.1284,0.000,0.000076,0.00422,,
2493,103.9,52,1,-0.0015,62.2106,1.0450,0.000,0.000076,0.00421,,
2494,106.8,13,1,0.0004,61.1821,0.9695,0.000,0.000076,0.00420,,
2495,88.7,44,1,0.0001,44.3883,1.1361,0.000,0.000075,0.00420,,
2496,108.9,22,1,0.0004,46.1773,1.0235,0.000,0.000075,0.00419,,
2497,105.6,25,1,0.0004,36.0289,1.0479,0.000,0.000075,0.00419,,
2498,98.2,39,1,-0.0003,17.4060,1.0777,0.000,0.000075,0.00418,,
2499,90.7,81,1,0.0013,21.2580,1.0053,0.000,0.000075,0.00417,,
2500,105.5,200,1,-0.0010,26.9769,0.9956,0.000,0.000075,0.00417,-115.2,0.00
2501,103.0,68,1,0.0200,13.8123,1.0481,0.000,0.000075,0.00416,,
2502,106.1,30,1,-0.0011,24.1584,1.0169,0.000,0.000075,0.00415,,
2503,100.3,45,1,-0.0005,15.8045,1.0874,0.000,0.000075,0.00415,,
2504,108.6,35,1,0.0004,40.9650,1.0551,0.000,0.000075,0.00414,,
2505,102.2,59,1,-0.0005,13.3552,1.0682,0.000,0.000075,0.00413,,
2506,77.6,65,1,-0.0076,21.9341,1.1717,0.000,0.000074,0.00413,,
2507,100.3,28,1,0.0006,32.3335,1.0499,0.000,0.000074,0.00412,,
2508,-26.1,192,1,-0.0007,78.6375,1.1080,0.000,0.000074,0.00412,,
2509,102.3,8,1,0.0005,190.6772,1.0611,0.000,0.000074,0.00411,,
2510,100.9,22,1,0.0001,34.1250,1.0271,0.000,0.000074,0.00410,,
2511,108.2,19,1,0.0000,49.8149,0.9815,0.000,0.000074,0.00410,,
2512,87.8,43,1,0.0005,41.2403,1.1384,0.000,0.000074,0.00409,,
2513,96.6,35,1,-0.0003,20.3186,1.0780,0.000,0.000074,0.00408,,
2514,101.9,12,1,-0.0002,216.6372,1.0090,0.000,0.000074,0.00408,,
2515,105.7,34,1,-0.0000,37.1040,0.9962,0.000,0.000074,0.00407,,
2516,97.1,37,1,0.0001,23.8010,0.9854,0.000,0.000074,0.00407,,
2517,101.2,9,1,0.0004,154.6939,0.9500,0.000,0.000073,0.00406,,
2518,97.2,49,1,-0.0002,17.1694,1.0410,0.000,0.000073,0.00405,,
2519,104.5,26,1,0.0004,31.8629,1.0399,0.000,0.000073,0.00405,,
2520,107.0,31,1,0.0001,34.8001,0.9991,0.000,0.000073,0.00404,,
2521,83.9,72,1,0.0217,9.4585,1.0525,0.000,0.000073,0.00403,,
2522,103.1,20,1,-0.0004,32.3657,1.0017,0.000,0.000073,0.00403,,
2523,102.9,42,1,0.0009,42.2840,1.0252,0.000,0.000073,0.00402,,
2524,97.6,45,1,0.0001,16.7729,1.0452,0.000,0.000073,0.00401,,
2525,73.5,36,1,0.0005,57.4113,1.1121,0.000,0.000073,0.00401,,
2526,97.3,38,1,0.0012,80.2155,1.0286,0.000,0.000073,0.00400,,
2527,100.2,59,1,-0.0000,16.7970,1.0020,0.000,0.000073,0.00400,,
2528,80.4,57,1,-0.0001,39.8901,1.1559,0.000,0.000072,0.00399,,
2529,102.9,42,1,0.0001,18.6096,1.0041,0.000,0.000072,0.00398,,
2530,87.2,49,1,-0.0005,18.6114,1.0929,0.000,0.000072,0.00398,,
2531,99.7,74,1,-0.0148,13.9868,0.9954,0.000,0.000072,0.00397,,
2532,102.2,19,1,-0.0002,35.9720,1.0485,0.000,0.000072,0.00396,,
2533,98.5,46,1,-0.0004,18.0704,0.9991,0.000,0.000072,0.00396,,
2534,99.8,23,1,-0.0004,28.7686,1.0325,0.000,0.000072,0.00395,,
2535,89.9,32,1,-0.0009,21.8926,1.0946,0.000,0.000072,0.00395,,
2536,95.1,40,1,-0.0015,19.8974,0.9969,0.000,0.000072,0.00394,,
2537,94.7,44,1,0.0008,16.3614,1.0731,0.000,0.000072,0.00393,,
2538,105.9,12,1,-0.0017,57.6483,0.8827,0.000,0.000072,0.00393,,
2539,107.4,27,1,-0.0004,41.0935,0.9874,0.000,0.000071,0.00392,,
2540,102.0,21,1,-0.0003,29.8329,1.0336,0.000,0.000071,0.00391,,
2541,110.8,33,1,-0.0000,49.5267,0.9630,0.000,0.000071,0.00391,,
2542,111.7,54,1,-0.0009,70.2267,1.0178,0.000,0.000071,0.00390,,
2543,111.7,34,1,-0.0006,36.9388,1.0158,0.000,0.000071,0.00389,,
2544,101.6,5,1,0.0000,0.0000,0.0000,0.000,0.000071,0.00389,,
2545,102.7,4,1,0.0000,0.0000,0.0000,0.000,0.000071,0.00388,,
2546,52.8,133,1,-0.0004,22.6761,1.1255,0.000,0.000071,0.00388,,
2547,91.9,52,1,-0.0007,56.3793,1.1082,0.000,0.000071,0.00387,,
2548,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000071,0.00386,,
2549,103.1,60,1,-0.0004,17.1037,0.9868,0.000,0.000071,0.00386,,
2550,101.6,200,1,0.0000,0.0000,0.0000,0.000,0.000071,0.00385,-115.0,0.00
2551,87.0,111,1,0.0007,8.3894,1.0309,0.000,0.000070,0.00384,,
2552,101.8,43,1,0.0000,17.8473,1.0716,0.000,0.000070,0.00384,,
2553,101.6,25,1,-0.0020,151.2140,1.0608,0.000,0.000070,0.00383,,
2554,109.5,16,1,-0.0007,52.8758,0.9533,0.000,0.000070,0.00382,,
2555,102.0,81,1,-0.0076,12.3490,1.0183,0.000,0.000070,0.00382,,
2556,93.7,74,1,-0.0335,13.7769,1.0941,0.000,0.000070,0.00381,,
2557,114.2,39,1,-0.0002,32.2801,1.0022,0.000,0.000070,0.00381,,
2558,108.1,50,1,-0.0001,46.6747,1.0585,0.000,0.000070,0.00380,,
2559,105.3,38,1,0.0005,39.2379,1.0930,0.000,0.000070,0.00379,,
2560,35.2,149,1,0.0192,30.0523,1.0981,0.000,0.000070,0.00379,,
2561,105.5,36,1,0.0001,22.4953,1.0438,0.000,0.000070,0.00378,,
2562,100.9,2,1,0.0000,0.0000,0.0000,0.000,0.000069,0.00377,,
2563,98.7,44,1,-0.0003,22.2290,1.0389,0.000,0.000069,0.00377,,
2564,-120.0,200,0,-0.0130,75.1566,1.1258,0.000,0.000069,0.00376,,
2565,102.1,10,1,-0.0003,60.5140,0.9456,0.000,0.000069,0.00376,,
2566,109.0,31,1,-0.0002,39.2519,1.0206,0.000,0.000069,0.00375,,
2567,108.0,21,1,-0.0000,37.7145,0.9670,0.000,0.000069,0.00374,,
2568,83.8,63,1,0.0001,20.5643,1.0036,0.000,0.000069,0.00374,,
2569,80.1,87,1,-0.0060,33.5416,1.1241,0.000,0.000069,0.00373,,
2570,91.9,52,1,-0.0010,33.0607,1.1103,0.000,0.000069,0.00372,,
2571,101.0,28,1,-0.0001,26.7146,0.9912,0.000,0.000069,0.00372,,
2572,49.7,134,1,0.0057,28.2880,1.1517,0.000,0.000069,0.00371,,
2573,71.5,116,1,-0.0019,9.9213,1.1369,0.000,0.000068,0.00370,,
2574,39.1,160,1,0.0162,16.5949,1.1433,0.000,0.000068,0.00370,,
2575,31.1,180,1,-0.0008,21.6551,1.1703,0.000,0.000068,0.00369,,
2576,103.8,23,1,-0.0001,28.2221,1.0470,0.000,0.000068,0.00369,,
2577,93.6,45,1,-0.0001,14.8931,1.0555,0.000,0.000068,0.00368,,
2578,100.4,17,1,0.0006,82.9455,1.1087,0.000,0.000068,0.00367,,
2579,-43.1,142,1,0.0535,101.3251,1.0297,0.000,0.000068,0.00367,,
2580,99.4,84,1,0.0443,7.2153,1.0713,0.000,0.000068,0.00366,,
2581,100.5,26,1,-0.0002,29.9439,1.0232,0.000,0.000068,0.00365,,
2582,76.1,130,1,0.0003,9.7143,1.1045,0.000,0.000068,0.00365,,
2583,97.4,47,1,-0.0003,16.2364,1.0479,0.000,0.000068,0.00364,,
2584,104.9,22,1,0.0004,37.1914,1.0523,0.000,0.000067,0.00363,,
2585,80.4,74,1,-0.0292,21.1114,1.0328,0.000,0.000067,0.00363,,
2586,89.1,60,1,0.0001,31.4543,1.1141,0.000,0.000067,0.00362,,
2587,100.3,8,1,-0.0001,74.7623,0.9987,0.000,0.000067,0.00362,,
2588,96.1,30,1,0.0000,21.9683,1.0186,0.000,0.000067,0.00361,,
2589,100.6,15,1,-0.0001,40.2296,1.0287,0.000,0.000067,0.00360,,
2590,108.0,41,1,0.0000,23.7850,0.9874,0.000,0.000067,0.00360,,
2591,96.5,86,1,-0.0118,12.6132,0.9975,0.000,0.000067,0.00359,,
2592,101.3,18,1,0.0003,42.9763,1.0698,0.000,0.000067,0.00358,,
